"","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"4733","VII","16een\JJ","1.75","0.25","6+","-m3","g","3_i.krn","+m2",NA,NA
"4734","VII","8ff\L","2","0.5","7-","+m2","g","3_i.krn","+M2",NA,NA
"4735","VII","16gg\L","2.5","0.25","1","+M2","g","3_i.krn","-m3",NA,NA
"4736","VII","16ee\JJ","2.75","0.25","6+","-m3","g","3_i.krn","+m2",NA,NA
"4737","VII","8ff'\","1","0.5","7-","+m2","g","3_i.krn","-m6",NA,NA
"4739","VII","16a/LL","2","0.25","2","-m6","g","3_i.krn","+m2",NA,NA
"4740","VII","16b-/","2.25","0.25","3","+m2","g","3_i.krn","-m2",NA,NA
"4741","VII","16a/","2.5","0.25","2","-m2","g","3_i.krn","+m2",NA,NA
"4742","VII","16b-/JJ","2.75","0.25","3","+m2","g","3_i.krn","+M2",NA,NA
"4743","V/V/III","8cc'\L","1","0.5","4","+M2","g","3_i.krn","P1",NA,NA
"4744","V/V/III","8cc'\J","1.5","0.5","4","P1","g","3_i.krn","P1",NA,NA
"4745","V/V/III","16cc/LL","2","0.25","4","P1","g","3_i.krn","-M2",NA,NA
"4746","V/V/III","16b-/","2.25","0.25","3","-M2","g","3_i.krn","-m2",NA,NA
"4747","V/V/III","16a/","2.5","0.25","2","-m2","g","3_i.krn","-M2",NA,NA
"4748","V/V/III","16g/JJ","2.75","0.25","1","-M2","g","3_i.krn","-M2",NA,NA
"4749","V/III","4f/","1","1","7-","-M2","g","3_i.krn","+M9",NA,NA
"4754","IV","16gg'\LK","1.25","0.25","6","+M9","B-","3_i.krn","P1",NA,NA
"4755","IV","8gg\J","1.5","0.5","6","P1","B-","3_i.krn","+m6",NA,NA
"4756","IV","8eee-'\L","2","0.5","4","+m6","B-","3_i.krn","-d5",NA,NA
"4757","IV","8aa'\J","2.5","0.5","7","-d5","B-","3_i.krn","+m2",NA,NA
"4758","I","4bb-\","1","1","1","+m2","B-","3_i.krn","-m3",NA,NA
"4761","IV","16gg'\LK","1.25","0.25","6","-m3","B-","3_i.krn","P1",NA,NA
"4762","IV","8gg\J","1.5","0.5","6","P1","B-","3_i.krn","+m6",NA,NA
"4763","IV","8eee-'\L","2","0.5","4","+m6","B-","3_i.krn","-d5",NA,NA
"4764","IV","8aa'\J","2.5","0.5","7","-d5","B-","3_i.krn","+m2",NA,NA
"4765","I","4bb-\","1","1","1","+m2","B-","3_i.krn","P1",NA,NA
"4768","IV","16bb-'\LK","1.25","0.25","1","P1","B-","3_i.krn","P1",NA,NA
"4769","IV","8bb-\J","1.5","0.5","1","P1","B-","3_i.krn","+P4",NA,NA
"4770","IV","8eee-'\L","2","0.5","4","+P4","B-","3_i.krn","-m3",NA,NA
"4771","IV","8ccc'\J","2.5","0.5","2","-m3","B-","3_i.krn","-M2",NA,NA
"4772","I","16bb-\LL","1","0.25","1","-M2","B-","3_i.krn","+M2",NA,NA
"4773","I","16ccc\","1.25","0.25","2","+M2","B-","3_i.krn","-M2",NA,NA
"4774","I","16bb-\","1.5","0.25","1","-M2","B-","3_i.krn","+M2",NA,NA
"4775","I","16ccc\JJ","1.75","0.25","2","+M2","B-","3_i.krn","+M2",NA,NA
"4776","I","16ddd\LL","2","0.25","3","+M2","B-","3_i.krn","+m2",NA,NA
"4777","I","16eee-\","2.25","0.25","4","+m2","B-","3_i.krn","-m2",NA,NA
"4778","I","16ddd\","2.5","0.25","3","-m2","B-","3_i.krn","+m2",NA,NA
"4779","I","16eee-\JJ","2.75","0.25","4","+m2","B-","3_i.krn","+M2",NA,NA
"4780","V7/IV","8fff'\L","1","0.5","5","+M2","B-","3_i.krn","P1",NA,NA
"4781","V7/IV","8fff'\","1.5","0.5","5","P1","B-","3_i.krn","P1",NA,NA
"4782","V7/IV","8fff'\","2","0.5","5","P1","B-","3_i.krn","P1",NA,NA
"4783","V7/IV","8fff'\J","2.5","0.5","5","P1","B-","3_i.krn","P1",NA,NA
"4784","IV","8fff\L","1","0.5","5","P1","B-","3_i.krn","+M2",NA,NA
"4785","IV","8ggg\J","1.5","0.5","6","+M2","B-","3_i.krn","-M3",NA,NA
"4786","IV","[4eee-\","2","1","4","-M3","B-","3_i.krn","-m2",NA,NA
"4788","V7/ii","8ddd'\","1.5","0.5","3","-m2","B-","3_i.krn","P1",NA,NA
"4789","V7/ii","8ddd'\","2","0.5","3","P1","B-","3_i.krn","P1",NA,NA
"4790","V7/ii","8ddd'\J","2.5","0.5","3","P1","B-","3_i.krn","P1",NA,NA
"4791","ii","8ddd\L","1","0.5","3","P1","B-","3_i.krn","+m2",NA,NA
"4792","ii","8eee-\J","1.5","0.5","4","+m2","B-","3_i.krn","-m3",NA,NA
"4793","ii","[4ccc\","2","1","2","-m3","B-","3_i.krn","+M2",NA,NA
"4796","I","8ddd\J","1.5","0.5","3","+M2","B-","3_i.krn","-M3",NA,NA
"4797","I","8bb-\L","2","0.5","1","-M3","B-","3_i.krn","-P4",NA,NA
"4798","I","8ff\J","2.5","0.5","5","-P4","B-","3_i.krn","+M2",NA,NA
"4799","ii","8gg\L","1","0.5","6","+M2","B-","3_i.krn","+P8",NA,NA
"4800","ii","8ggg\J","1.5","0.5","6","+P8","B-","3_i.krn","P1",NA,NA
"4801","ii","16ggg\LL","2","0.25","6","P1","B-","3_i.krn","-M3",NA,NA
"4802","ii","16eee-\","2.25","0.25","4","-M3","B-","3_i.krn","-m3",NA,NA
"4803","ii","16ccc\","2.5","0.25","2","-m3","B-","3_i.krn","-M2",NA,NA
"4804","ii","16bb-\JJ","2.75","0.25","1","-M2","B-","3_i.krn","-m2",NA,NA
"4805","V","2aa\","1","2","7","-m2","B-","3_i.krn","+m3",NA,NA
"4806","V7","2ccc\","1","2","2","+m3","B-","3_i.krn","-M2",NA,NA
"4807","I","2bb-\","1","2","1","-M2","B-","3_i.krn","+P4",NA,NA
"4808","V7","2eee-\","1","2","4","+P4","B-","3_i.krn","-m2",NA,NA
"4809","I","8ddd\L","1","0.5","3","-m2","B-","3_i.krn","+m3",NA,NA
"4810","I","16fff\L","1.5","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4811","I","16ddd\JJ","1.75","0.25","3","-m3","B-","3_i.krn","+m3",NA,NA
"4812","I","16fff\LL","2","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4813","I","16ddd\","2.25","0.25","3","-m3","B-","3_i.krn","+m3",NA,NA
"4814","I","16fff\","2.5","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4815","I","16ddd\JJ","2.75","0.25","3","-m3","B-","3_i.krn","+m2",NA,NA
"4816","V7","2eee-\","1","2","4","+m2","B-","3_i.krn","-m2",NA,NA
"4817","I","8ddd\L","1","0.5","3","-m2","B-","3_i.krn","+m3",NA,NA
"4818","I","16fff\L","1.5","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4819","I","16ddd\JJ","1.75","0.25","3","-m3","B-","3_i.krn","+m3",NA,NA
"4820","I","16fff\LL","2","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4821","I","16ddd\","2.25","0.25","3","-m3","B-","3_i.krn","+m3",NA,NA
"4822","I","16fff\","2.5","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4823","I","16ddd\JJ","2.75","0.25","3","-m3","B-","3_i.krn","+m2",NA,NA
"4824","V7","2eee-\","1","2","4","+m2","B-","3_i.krn","-m2",NA,NA
"4825","I","8ddd\L","1","0.5","3","-m2","B-","3_i.krn","+m3",NA,NA
"4826","I","16fff\L","1.5","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4827","I","16ddd\JJ","1.75","0.25","3","-m3","B-","3_i.krn","+m3",NA,NA
"4828","I","16fff\LL","2","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4829","I","16ddd\","2.25","0.25","3","-m3","B-","3_i.krn","+m3",NA,NA
"4830","I","16fff\","2.5","0.25","5","+m3","B-","3_i.krn","-m3",NA,NA
"4831","I","16ddd\JJ","2.75","0.25","3","-m3","B-","3_i.krn","+m3",NA,NA
"4832","V7/IV","8fff\L","1","0.5","5","+m3","B-","3_i.krn","-m3",NA,NA
"4833","V7/IV","8ddd\J","1.5","0.5","3","-m3","B-","3_i.krn","-M3",NA,NA
"4834","V7/IV","8bb-\L","2","0.5","1","-M3","B-","3_i.krn","-M2",NA,NA
"4835","V7/IV","8aa-\J","2.5","0.5","7-","-M2","B-","3_i.krn","-m3",NA,NA
"4836","V7/IV","8ff\L","1","0.5","5","-m3","B-","3_i.krn","-m3",NA,NA
"4837","V7/IV","8dd\J","1.5","0.5","3","-m3","B-","3_i.krn","-M3",NA,NA
"4838","V7/IV","8b-/L","2","0.5","1","-M3","B-","3_i.krn","-M2",NA,NA
"4839","V7/IV","8a-/J","2.5","0.5","7-","-M2","B-","3_i.krn","P1",NA,NA
"4840","viioD7/ii","2a-/","1","2","7-","P1","B-","3_i.krn","-m2",NA,NA
"4841","ii","4g/","1","1","6","-m2","B-","3_i.krn","-M2",NA,NA
"4842","V7/ii","4f/","2","1","5","-M2","B-","3_i.krn","-M2",NA,NA
"4843","ii","4e-/","1","1","4","-M2","B-","3_i.krn","+m3",NA,NA
"4844","?","4g-/","2","1","6-","+m3","B-","3_i.krn","-m2",NA,NA
"4845","V","4f/","1","1","5","-m2","B-","3_i.krn","-M2",NA,NA
"4846","V7","4e-/","2","1","4","-M2","B-","3_i.krn","-m2",NA,NA
"4847","vi","4d/","1","1","3","-m2","B-","3_i.krn","+d5",NA,NA
"4848","V7/IV","4a-/","2","1","7-","+d5","B-","3_i.krn","-m2",NA,NA
"4849","IV","4g/","1","1","6","-m2","B-","3_i.krn","+m6",NA,NA
"4850","IV","8ee-\L","2","0.5","4","+m6","B-","3_i.krn","-m3",NA,NA
"4851","IV","8cc\J","2.5","0.5","2","-m3","B-","3_i.krn","-M2",NA,NA
"4852","I","[2b-\","1","2","1","-M2","B-","3_i.krn","+M2",NA,NA
"4854","V7","8.cc\L","2","0.75","2","+M2","B-","3_i.krn","-M2",NA,NA
"4855","V7","16b-\Jk","2.75","0.25","1","-M2","B-","3_i.krn","P1",NA,NA
"4856","vi","4b-\","1","1","1","P1","B-","3_i.krn","+A4",NA,NA
"4857","viio/V","4een\","2","1","4+","+A4","B-","3_i.krn","+m2",NA,NA
"4858","V","16ff\LL","1","0.25","5","+m2","B-","3_i.krn","-m2",NA,NA
"4859","V","16een\","1.25","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4860","V","16ff\","1.5","0.25","5","+m2","B-","3_i.krn","-m2",NA,NA
"4861","V","16ee\JJ","1.75","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4862","V","8ff'\L","2","0.5","5","+m2","B-","3_i.krn","+M2",NA,NA
"4863","V7/V","8gg'\J","2.5","0.5","6","+M2","B-","3_i.krn","-M2",NA,NA
"4864","V","16ff\LL","1","0.25","5","-M2","B-","3_i.krn","-m2",NA,NA
"4865","V","16een\","1.25","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4866","V","16ff\","1.5","0.25","5","+m2","B-","3_i.krn","-m2",NA,NA
"4867","V","16ee\JJ","1.75","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4868","V","8ff'\L","2","0.5","5","+m2","B-","3_i.krn","+M2",NA,NA
"4869","V7/V","8gg'\J","2.5","0.5","6","+M2","B-","3_i.krn","-M2",NA,NA
"4870","V","16ff\LL","1","0.25","5","-M2","B-","3_i.krn","-m2",NA,NA
"4871","V","16een\","1.25","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4872","V","16ff\","1.5","0.25","5","+m2","B-","3_i.krn","-m2",NA,NA
"4873","V","16ee\JJ","1.75","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4874","V","8ff'\L","2","0.5","5","+m2","B-","3_i.krn","+M2",NA,NA
"4875","V7/V","8gg'\J","2.5","0.5","6","+M2","B-","3_i.krn","-M2",NA,NA
"4876","V","4ff\","1","1","5","-M2","B-","3_i.krn","P1",NA,NA
"4878","I","8ff\","1","0.5","5","P1","B-","3_i.krn","P1",NA,NA
"4879","I","16ff\","1.5","0.25","5","P1","B-","3_i.krn","P1",NA,NA
"4880","I","16ff\","1.75","0.25","5","P1","B-","3_i.krn","P1",NA,NA
"4881","I","8ff\","2","0.5","5","P1","B-","3_i.krn","+P4",NA,NA
"4882","I","8bb-\","2.5","0.5","1","+P4","B-","3_i.krn","-P4",NA,NA
"4883","I","4ff/","1","1","5","-P4","B-","3_i.krn","P1",NA,NA
"4885","V","16ff\LL","1","0.25","5","P1","B-","3_i.krn","-m2",NA,NA
"4886","V","16een\","1.25","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4887","V","16ff\","1.5","0.25","5","+m2","B-","3_i.krn","-m2",NA,NA
"4888","V","16ee\JJ","1.75","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4889","V","8ff'\L","2","0.5","5","+m2","B-","3_i.krn","+m2",NA,NA
"4890","V","8gg-'\J","2.5","0.5","6-","+m2","B-","3_i.krn","-m2",NA,NA
"4891","V","16ff\LL","1","0.25","5","-m2","B-","3_i.krn","-m2",NA,NA
"4892","V","16een\","1.25","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4893","V","16ff\","1.5","0.25","5","+m2","B-","3_i.krn","-m2",NA,NA
"4894","V","16ee\JJ","1.75","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4895","V","8ff'\L","2","0.5","5","+m2","B-","3_i.krn","+m2",NA,NA
"4896","V","8gg-'\J","2.5","0.5","6-","+m2","B-","3_i.krn","-m2",NA,NA
"4897","V","16ff\LL","1","0.25","5","-m2","B-","3_i.krn","-m2",NA,NA
"4898","V","16een\","1.25","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4899","V","16ff\","1.5","0.25","5","+m2","B-","3_i.krn","-m2",NA,NA
"4900","V","16ee\JJ","1.75","0.25","4+","-m2","B-","3_i.krn","+m2",NA,NA
"4901","V","8ff'\L","2","0.5","5","+m2","B-","3_i.krn","+P4",NA,NA
"4902","V","8bb-'\J","2.5","0.5","1","+P4","B-","3_i.krn","-d4",NA,NA
"4903","V+/IV","2ff#\","1","2","5+","-d4","B-","3_i.krn","+m3",NA,NA
"4904","IV","16aa\LK","1","0.25","7","+m3","B-","3_i.krn","-M2",NA,NA
"4905","IV","8gg'\","1.25","0.5","6","-M2","B-","3_i.krn","-M2",NA,NA
"4906","IV","16ff'\Jk","1.75","0.25","5","-M2","B-","3_i.krn","P1",NA,NA
"4907","IV","16ff\LL","2","0.25","5","P1","B-","3_i.krn","-M2",NA,NA
"4908","IV","16ee-'\JJ","2.25","0.25","4","-M2","B-","3_i.krn","-m2",NA,NA
"4910","IV","16dd'\","2.75","0.25","3","-m2","B-","3_i.krn","P1",NA,NA
"4911","(ii)","16dd\LL","1","0.25","3","P1","B-","3_i.krn","-M2",NA,NA
"4912","(ii)","16cc'\JJ","1.25","0.25","2","-M2","B-","3_i.krn","P1",NA,NA
"4914","(ii)","16cc'\","1.75","0.25","2","P1","B-","3_i.krn","P1",NA,NA
"4915","(V)","16cc\LL","2","0.25","2","P1","B-","3_i.krn","+P4",NA,NA
"4916","(V)","16ff'\JJ","2.25","0.25","5","+P4","B-","3_i.krn","P1",NA,NA
"4918","(V)","16ff'\","2.75","0.25","5","P1","B-","3_i.krn","P1",NA,NA
"4919","(ii)","16ff\LL","1","0.25","5","P1","B-","3_i.krn","-M2",NA,NA
"4920","(ii)","16ee-'\JJ","1.25","0.25","4","-M2","B-","3_i.krn","-m2",NA,NA
"4922","(ii)","16dd'\","1.75","0.25","3","-m2","B-","3_i.krn","P1",NA,NA
"4923","(ii)","16dd\LL","2","0.25","3","P1","B-","3_i.krn","-M2",NA,NA
"4924","(ii)","16cc'\JJ","2.25","0.25","2","-M2","B-","3_i.krn","P1",NA,NA
"4926","(ii)","16cc'\","2.75","0.25","2","P1","B-","3_i.krn","P1",NA,NA
"4927","(vi)","16cc\LL","1","0.25","2","P1","B-","3_i.krn","+P5",NA,NA
"4928","(vi)","16gg'\JJ","1.25","0.25","6","+P5","B-","3_i.krn","-M2",NA,NA
"4930","(vi)","16ff'\","1.75","0.25","5","-M2","B-","3_i.krn","P1",NA,NA
"4931","(ii)","16ff\LL","2","0.25","5","P1","B-","3_i.krn","-M2",NA,NA
"4932","(ii)","16ee-'\JJ","2.25","0.25","4","-M2","B-","3_i.krn","-m2",NA,NA
"4934","(ii)","16dd'\","2.75","0.25","3","-m2","B-","3_i.krn","P1",NA,NA
"4935","(ii)","16dd\LL","1","0.25","3","P1","B-","3_i.krn","-M2",NA,NA
"4936","(ii)","16cc'\JJ","1.25","0.25","2","-M2","B-","3_i.krn","P1",NA,NA
"4938","(ii)","16cc'\","1.75","0.25","2","P1","B-","3_i.krn","P1",NA,NA
"4939","(vi)","16cc\LL","2","0.25","2","P1","B-","3_i.krn","+P5",NA,NA
"4940","(vi)","16gg'\JJ","2.25","0.25","6","+P5","B-","3_i.krn","-M2",NA,NA
"4942","(vi)","16ff'\","2.75","0.25","5","-M2","B-","3_i.krn","P1",NA,NA
"4943","(ii)","16ff\LL","1","0.25","5","P1","B-","3_i.krn","-M2",NA,NA
"4944","(ii)","16ee-'\JJ","1.25","0.25","4","-M2","B-","3_i.krn","-m2",NA,NA
"4946","(ii)","16dd'\","1.75","0.25","3","-m2","B-","3_i.krn","P1",NA,NA
"4947","(ii)","16dd\LL","2","0.25","3","P1","B-","3_i.krn","-M2",NA,NA
"4948","(ii)","16cc'\JJ","2.25","0.25","2","-M2","B-","3_i.krn","-M2",NA,NA
"4950","(ii)","16b-'\","2.75","0.25","1","-M2","B-","3_i.krn","P1",NA,NA
"4951","V","16b-/LL","1","0.25","1","P1","B-","3_i.krn","-m2",NA,NA
"4952","V","16a'/JJ","1.25","0.25","7","-m2","B-","3_i.krn","+m3",NA,NA
"4955","V","24cc/LL","2.5","0.166667","2","+m3","B-","3_i.krn","-m3",NA,NA
"4956","V","24a/","2.66667","0.166667","7","-m3","B-","3_i.krn","-M3",NA,NA
"4957","V","24f/JJ","2.83333","0.166667","5","-M3","B-","3_i.krn","-M2",NA,NA
"4958","IV","8e-'/L","1","0.5","4","-M2","B-","3_i.krn","P1",NA,NA
"4959","IV","8e-'/J","1.5","0.5","4","P1","B-","3_i.krn","P1",NA,NA
"4960","IV","8.e-/L","2","0.75","4","P1","B-","3_i.krn","-m2",NA,NA
"4961","IV","32d/LL","2.75","0.125","3","-m2","B-","3_i.krn","+m2",NA,NA
"4962","IV","32e-/JJJ","2.875","0.125","4","+m2","B-","3_i.krn","-m2",NA,NA
"4963","V/IV","8d\L","1","0.5","3","-m2","B-","3_i.krn","+m13",NA,NA
"4964","V/IV","8bb-\J","1.5","0.5","1","+m13","B-","3_i.krn","-M2",NA,NA
"4966","V7/IV","8aa-\","2.5","0.5","7-","-M2","B-","3_i.krn","-d3",NA,NA
"4967","IV","8ff#\L","1","0.5","5+","-d3","B-","3_i.krn","+m2",NA,NA
"4968","IV","8gg\","1.5","0.5","6","+m2","B-","3_i.krn","-P4",NA,NA
"4969","IV","8dd\","2","0.5","3","-P4","B-","3_i.krn","+m2",NA,NA
"4970","IV","8ee-\J","2.5","0.5","4","+m2","B-","3_i.krn","-d4",NA,NA
"4971","viio/ii","[2bn\","1","2","1+","-d4","B-","3_i.krn","+m2",NA,NA
"4973","ii","8cc\J","1.5","0.5","2","+m2","B-","3_i.krn","+M2",NA,NA
"4974","ii","8dd\L","2","0.5","3","+M2","B-","3_i.krn","+m2",NA,NA
"4975","ii","8ee-\J","2.5","0.5","4","+m2","B-","3_i.krn","-P4",NA,NA
"4976","I","[2b-\","1","2","1","-P4","B-","3_i.krn","+M2",NA,NA
"4978","V7","8.cc\L","2","0.75","2","+M2","B-","3_i.krn","-M2",NA,NA
"4979","V7","16b-\Jk","2.75","0.25","1","-M2","B-","3_i.krn","P1",NA,NA
"4980","vi","4b-\","1","1","1","P1","B-","3_i.krn","-m6",NA,NA
"4982","vi","16d/LL","2.5","0.25","3","-m6","B-","3_i.krn","+m2",NA,NA
"4983","vi","16e-/JJ","2.75","0.25","4","+m2","B-","3_i.krn","+M2",NA,NA
"4984","V","8f'/L","1","0.5","5","+M2","B-","3_i.krn","P1",NA,NA
"4985","V","8f'/J","1.5","0.5","5","P1","B-","3_i.krn","P1",NA,NA
"4986","V","16f/LL","2","0.25","5","P1","B-","3_i.krn","-M2",NA,NA
"4987","V","16e-/","2.25","0.25","4","-M2","B-","3_i.krn","-m2",NA,NA
"4988","V","16d/","2.5","0.25","3","-m2","B-","3_i.krn","-M2",NA,NA
"4989","V","16c/JJ","2.75","0.25","2","-M2","B-","3_i.krn","-M2",NA,NA
"4990","I","8B-/L","1","0.5","1","-M2","B-","3_i.krn","+P15",NA,NA
"4991","I","8bb-/J","1.5","0.5","1","+P15","B-","3_i.krn","-M2",NA,NA
"4993","V7/IV","8aa-\","2.5","0.5","7-","-M2","B-","3_i.krn","-d3",NA,NA
"4994","IV","8ff#\L","1","0.5","5+","-d3","B-","3_i.krn","+m2",NA,NA
"4995","IV","8gg\","1.5","0.5","6","+m2","B-","3_i.krn","-P4",NA,NA
"4996","IV","8dd\","2","0.5","3","-P4","B-","3_i.krn","+m2",NA,NA
"4997","IV","8ee-\J","2.5","0.5","4","+m2","B-","3_i.krn","-d4",NA,NA
"4998","viio/ii","[2bn\","1","2","1+","-d4","B-","3_i.krn","+m2",NA,NA
"5000","ii","8cc\","1.5","0.5","2","+m2","B-","3_i.krn","P1",NA,NA
"5001","ii","8cc'\","2","0.5","2","P1","B-","3_i.krn","P1",NA,NA
"5002","ii","8cc'\J","2.5","0.5","2","P1","B-","3_i.krn","P1",NA,NA
"5003","Lt/vi","8cc\L","1","0.5","2","P1","B-","3_i.krn","A1",NA,NA
"5004","Lt/vi","8cc#\","1.5","0.5","2+","A1","B-","3_i.krn","P1",NA,NA
"5005","Lt/vi","8cc#'\","2","0.5","2+","P1","B-","3_i.krn","P1",NA,NA
"5006","Lt/vi","8cc#'\J","2.5","0.5","2+","P1","B-","3_i.krn","P1",NA,NA
"5007","V/vi","8cc#\L","1","0.5","2+","P1","B-","3_i.krn","+m2",NA,NA
"5008","V/vi","8dd\","1.5","0.5","3","+m2","B-","3_i.krn","P1",NA,NA
"5009","V/vi","8dd'\","2","0.5","3","P1","B-","3_i.krn","P1",NA,NA
"5010","V/vi","8dd'\J","2.5","0.5","3","P1","B-","3_i.krn","P1",NA,NA
"5011","viioD7/vi","8dd\L","1","0.5","3","P1","B-","3_i.krn","+m2",NA,NA
"5012","viioD7/vi","8ee-\","1.5","0.5","4","+m2","B-","3_i.krn","P1",NA,NA
"5013","viioD7/vi","8ee-'\","2","0.5","4","P1","B-","3_i.krn","P1",NA,NA
"5014","viioD7/vi","8ee-'\J","2.5","0.5","4","P1","B-","3_i.krn","P1",NA,NA
"5015","viioD7/vi","4ee-\","1","1","4","P1","B-","3_i.krn","-m2",NA,NA
"5017","viioD7/vi","8dd\","2.5","0.5","3","-m2","B-","3_i.krn","+P4",NA,NA
"5018","iv[iii]","4.gg\","1","1.5","4","+P4","d","3_i.krn","+m3",NA,NA
"5019","iv[iii]","8bb-\","2.5","0.5","6","+m3","d","3_i.krn","-m2",NA,NA
"5020","i","8aa\L","1","0.5","5","-m2","d","3_i.krn","-m2",NA,NA
"5021","i","8gg#\","1.5","0.5","4+","-m2","d","3_i.krn","+m2",NA,NA
"5022","i","8aa\","2","0.5","5","+m2","d","3_i.krn","-M2",NA,NA
"5023","VII","8ggn\J","2.5","0.5","4","-M2","d","3_i.krn","-M2",NA,NA
"5024","i","8ff'\L","1","0.5","3","-M2","d","3_i.krn","-m2",NA,NA
"5025","i","8een'\","1.5","0.5","2","-m2","d","3_i.krn","-M2",NA,NA
"5026","i","8dd'\","2","0.5","1","-M2","d","3_i.krn","+P4",NA,NA
"5027","i","8gg'\J","2.5","0.5","4","+P4","d","3_i.krn","-m7",NA,NA
"5028","V","4.a/","1","1.5","5","-m7","d","3_i.krn","+m6",NA,NA
"5029","i","8ff\","2.5","0.5","3","+m6","d","3_i.krn","-m7",NA,NA
"5030","V7","8g'\L","1","0.5","4","-m7","d","3_i.krn","+M6",NA,NA
"5031","V7","8een'\","1.5","0.5","2","+M6","d","3_i.krn","-M7",NA,NA
"5032","i","8f'\","2","0.5","3","-M7","d","3_i.krn","+M6",NA,NA
"5033","i","8dd'\J","2.5","0.5","1","+M6","d","3_i.krn","-m7",NA,NA
"5034","V","8en'/L","1","0.5","2","-m7","d","3_i.krn","+M6",NA,NA
"5035","V","8cc#'/","1.5","0.5","7","+M6","d","3_i.krn","-M7",NA,NA
"5036","V","8d'/","2","0.5","1","-M7","d","3_i.krn","+M6",NA,NA
"5037","V","8bn'/J","2.5","0.5","6+","+M6","d","3_i.krn","-m7",NA,NA
"5038","V","8c#'/L","1","0.5","7","-m7","d","3_i.krn","+m6",NA,NA
"5039","V","8a'/","1.5","0.5","5","+m6","d","3_i.krn","-m7",NA,NA
"5040","viioD7/V","8Bn'/","2","0.5","6+","-m7","d","3_i.krn","+M6",NA,NA
"5041","viioD7/V","8g#'/J","2.5","0.5","4+","+M6","d","3_i.krn","-M7",NA,NA
"5042","V","8A'/L","1","0.5","5","-M7","d","3_i.krn","+P8",NA,NA
"5043","V","8a'/","1.5","0.5","5","+P8","d","3_i.krn","-m6",NA,NA
"5044","V","8c#/","2","0.5","7","-m6","d","3_i.krn","+m3",NA,NA
"5045","V","8en/J","2.5","0.5","2","+m3","d","3_i.krn","-M2",NA,NA
"5046","viioD7/V","8d/L","1","0.5","1","-M2","d","3_i.krn","+m3",NA,NA
"5047","viioD7/V","8f/","1.5","0.5","3","+m3","d","3_i.krn","-P5",NA,NA
"5048","viioD7/V","8B-/","2","0.5","6","-P5","d","3_i.krn","+A6",NA,NA
"5049","viioD7/V","8g#/J","2.5","0.5","4+","+A6","d","3_i.krn","-M7",NA,NA
"5050","V","8A'/L","1","0.5","5","-M7","d","3_i.krn","+P8",NA,NA
"5051","V","8a/","1.5","0.5","5","+P8","d","3_i.krn","-m2",NA,NA
"5052","viio/V","8g#/","2","0.5","4+","-m2","d","3_i.krn","-A6",NA,NA
"5053","viio/V","8B-/J","2.5","0.5","6","-A6","d","3_i.krn","-m2",NA,NA
"5054","V","8A/L","1","0.5","5","-m2","d","3_i.krn","+P8",NA,NA
"5055","V","8a/","1.5","0.5","5","+P8","d","3_i.krn","-m2",NA,NA
"5056","viio/V","8g#/","2","0.5","4+","-m2","d","3_i.krn","-A6",NA,NA
"5057","viio/V","8B-/J","2.5","0.5","6","-A6","d","3_i.krn","-m2",NA,NA
"5058","V","8A/L","1","0.5","5","-m2","d","3_i.krn","+P8",NA,NA
"5059","V","8a'/J","1.5","0.5","5","+P8","d","3_i.krn","P1",NA,NA
"5062","V","16a/LL","2","0.25","5","P1","d","3_i.krn","+m2",NA,NA
"5063","V","16b-/","2.25","0.25","6","+m2","d","3_i.krn","-m2",NA,NA
"5064","V","16a/","2.5","0.25","5","-m2","d","3_i.krn","+m2",NA,NA
"5065","V","16b-/JJ","2.75","0.25","6","+m2","d","3_i.krn","+M2",NA,NA
"5066","V/III","8cc'\L","1","0.5","7-","+M2","d","3_i.krn","P1",NA,NA
"5067","V/III","8cc'\J","1.5","0.5","7-","P1","d","3_i.krn","P1",NA,NA
"5068","V/III","16cc/LL","2","0.25","7-","P1","d","3_i.krn","-M2",NA,NA
"5069","V/III","16b-/","2.25","0.25","6","-M2","d","3_i.krn","-m2",NA,NA
"5070","V/III","16a/","2.5","0.25","5","-m2","d","3_i.krn","-M2",NA,NA
