"","function","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"1677","2.T","I","8cccL","3","0.5","1","P1","C","cat_themes.krn","0","0","-m6",NA,NA
"1678","2.T","I","8eeJ","3.5","0.5","3","-m6","C","cat_themes.krn","0","0","P1",NA,NA
"1679","2.D","V","(8eeL","1","0.5","3","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1680","2.D","V","8ddJ)","1.5","0.5","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1681","2.D","V","(8ccL","2","0.5","1","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1682","2.D","V","8bJ)","2.5","0.5","7","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1683","2.D","V","(8aL","3","0.5","6","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1684","2.D","V","8gJ)","3.5","0.5","5","-M2","C","cat_themes.krn","0","0","[gg]",NA,NA
"1685","2.T","I","(2gg","1","2","5","[gg]","C","cat_themes.krn","0","0","-M2",NA,NA
"1687","2.T","I","16ffLL","3","0.25","4","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1688","2.T","I","16ee","3.25","0.25","3","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1689","2.T","I","16dd","3.5","0.25","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1690","2.T","I","16ccJJ","3.75","0.25","1","-M2","C","cat_themes.krn","0","0","+P5",NA,NA
"1691","2.T","V7","8ggL","1","0.5","5","+P5","C","cat_themes.krn","0","0","-M2",NA,NA
"1692","2.T","V7","8ffJ)","1.5","0.5","4","-M2","C","cat_themes.krn","0","0","-m3",NA,NA
"1693","2.T","V7","4.dd","2","1.5","2","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1695","2.T","V7","8ff","3.5","0.5","4","+m3","C","cat_themes.krn","0","0","-m2",NA,NA
"1696","8T","I","(12eeL","1","0.333333","3","-m2","C","cat_themes.krn","0","0","+m3",NA,NA
"1697","8T","I","12gg","1.33333","0.333333","5","+m3","C","cat_themes.krn","0","0","+M2",NA,NA
"1699","8P","IV","12aaJ)","1.66667","0.333333","6","+M2","C","cat_themes.krn","0","0","-M6",NA,NA
"1700","4D","C","4cc","2","1","1","-M6","C","cat_themes.krn","0","0","-m2",NA,NA
"1701","4D","V","4b","3","1","7","-m2","C","cat_themes.krn","0","0","P1",NA,NA
"1702","2.T","I","(4b","1","1","7","P1","C","cat_themes.krn","0","0","+m2",NA,NA
"1703","2.T","I","4cc)","2","1","1","+m2","C","cat_themes.krn","0","1","[dd]",NA,NA
"1705","2.D","V","(2dd","1","2","2","[dd]","C","cat_themes.krn","1","0","-M2",NA,NA
"1709","2.D","V","16ccLL","3","0.25","1","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1710","2.D","V","16b","3.25","0.25","7","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1711","2.D","V","16a","3.5","0.25","6","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1712","2.D","V","16gJJ)","3.75","0.25","5","-M2","C","cat_themes.krn","0","0","+M6",NA,NA
"1713","2.D","I","4ee","1","1","3","+M6","C","cat_themes.krn","0","0","-M3",NA,NA
"1715","2.D","I","4cc","2","1","1","-M3","C","cat_themes.krn","0","0","+M3",NA,NA
"1717","2.D","I","(16eeLL","3","0.25","3","+M3","C","cat_themes.krn","0","0","-M3",NA,NA
"1718","2.D","I","16cc)","3.25","0.25","1","-M3","C","cat_themes.krn","0","0","+M3",NA,NA
"1719","2.D","I","(16ee","3.5","0.25","3","+M3","C","cat_themes.krn","0","0","-M3",NA,NA
"1720","2.D","I","16ccJJ)","3.75","0.25","1","-M3","C","cat_themes.krn","0","0","+P4",NA,NA
"1721","2.D","V7","4ff","1","1","4","+P4","C","cat_themes.krn","0","0","-m3",NA,NA
"1723","2.D","V7","4dd","2","1","2","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1725","2.D","V7","(16ffLL","3","0.25","4","+m3","C","cat_themes.krn","0","0","-m3",NA,NA
"1726","2.D","V7","16dd)","3.25","0.25","2","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1727","2.D","V7","(16ff","3.5","0.25","4","+m3","C","cat_themes.krn","0","0","-m3",NA,NA
"1728","2.D","V7","16ddJJ)","3.75","0.25","2","-m3","C","cat_themes.krn","0","0","+P4",NA,NA
"1729","2.T","I","4gg","1","1","5","+P4","C","cat_themes.krn","0","0","-m3",NA,NA
"1730","2.T","I","16ee","2","0.25","3","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1731","2.T","I","(16gg","2.25","0.25","5","+m3","C","cat_themes.krn","0","0","+M2",NA,NA
"1732","2.T","I","16aa","2.5","0.25","6","+M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1733","2.T","I","16ggJJ","2.75","0.25","5","-M2","C","cat_themes.krn","0","0","+P4",NA,NA
"1734","2.T","I","16cccLL","3","0.25","1","+P4","C","cat_themes.krn","0","0","-P4",NA,NA
"1735","2.T","I","16gg","3.25","0.25","5","-P4","C","cat_themes.krn","0","0","+M2",NA,NA
"1736","2.T","I","16aa","3.5","0.25","6","+M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1737","2.T","I","16ggJJ)","3.75","0.25","5","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1738","2.T","I","4gg","1","1","5","P1","C","cat_themes.krn","0","0","-m3",NA,NA
"1739","2.T","I","16ee","2","0.25","3","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1740","2.T","I","(16gg","2.25","0.25","5","+m3","C","cat_themes.krn","0","0","+M2",NA,NA
"1741","2.T","I","16aa","2.5","0.25","6","+M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1742","2.T","I","16ggJJ","2.75","0.25","5","-M2","C","cat_themes.krn","0","0","+P4",NA,NA
"1743","2.T","I","16cccLL","3","0.25","1","+P4","C","cat_themes.krn","0","0","-P4",NA,NA
"1744","2.T","I","16gg","3.25","0.25","5","-P4","C","cat_themes.krn","0","0","+M2",NA,NA
"1745","2.T","I","16aa","3.5","0.25","6","+M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1746","2.T","I","16ggJJ)","3.75","0.25","5","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1747","4T","I","(16ggLL","1","0.25","5","P1","C","cat_themes.krn","0","0","-m3",NA,NA
"1748","4T","I","16ee","1.25","0.25","3","-m3","C","cat_themes.krn","0","0","+P4",NA,NA
"1749","4T","I","16aa","1.5","0.25","6","+P4","C","cat_themes.krn","0","0","-M2",NA,NA
"1750","4T","I","16ggJJ","1.75","0.25","5","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1751","4T","V7","16ffLL","2","0.25","4","-M2","C","cat_themes.krn","0","0","-m3",NA,NA
"1752","4T","V7","16dd","2.25","0.25","2","-m3","C","cat_themes.krn","0","0","+P4",NA,NA
"1753","4T","V7","16gg","2.5","0.25","5","+P4","C","cat_themes.krn","0","0","-M2",NA,NA
"1754","4T","V7","16ffJJ","2.75","0.25","4","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1755","4T","I","16eeLL","3","0.25","3","-m2","C","cat_themes.krn","0","0","-M3",NA,NA
"1756","4T","I","16cc","3.25","0.25","1","-M3","C","cat_themes.krn","0","0","+P4",NA,NA
"1757","4T","I","16ff","3.5","0.25","4","+P4","C","cat_themes.krn","0","0","-m2",NA,NA
"1758","4T","I","16eeJJ)","3.75","0.25","3","-m2","C","cat_themes.krn","0","0","P1",NA,NA
"1759","2T","C","(16eeLL","1","0.25","3","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1760","2T","C","16dd)","1.25","0.25","2","-M2","C","cat_themes.krn","0","0","-P5",NA,NA
"1761","2T","C","16g'","1.5","0.25","5","-P5","C","cat_themes.krn","0","0","+M2",NA,NA
"1762","2T","C","16a'JJ","1.75","0.25","6","+M2","C","cat_themes.krn","0","0","+M2",NA,NA
"1763","2T","C","16b'LL","2","0.25","7","+M2","C","cat_themes.krn","0","0","+m2",NA,NA
"1764","2T","C","16cc'","2.25","0.25","1","+m2","C","cat_themes.krn","0","0","+M2",NA,NA
"1765","2T","C","16dd'","2.5","0.25","2","+M2","C","cat_themes.krn","0","0","+M2",NA,NA
"1766","2T","C","16ee'JJ","2.75","0.25","3","+M2","C","cat_themes.krn","0","0","+m2",NA,NA
"1767","4T","V7","16ff'LL","3","0.25","4","+m2","C","cat_themes.krn","0","0","+M2",NA,NA
"1768","4T","V7","16gg'","3.25","0.25","5","+M2","C","cat_themes.krn","0","0","+M2",NA,NA
"1769","4T","V7","16aa'","3.5","0.25","6","+M2","C","cat_themes.krn","0","0","+M2",NA,NA
"1770","4T","V7","16bb'JJ","3.75","0.25","7","+M2","C","cat_themes.krn","0","0","+m2",NA,NA
"1771","4T","I","16ccc'LL","1","0.25","1","+m2","C","cat_themes.krn","0","0","-P4",NA,NA
"1772","4T","I","16gg'","1.25","0.25","5","-P4","C","cat_themes.krn","0","0","-m3",NA,NA
"1773","4T","I","(16ee","1.5","0.25","3","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1774","4T","I","16ggJJ)","1.75","0.25","5","+m3","C","cat_themes.krn","0","0","-M2",NA,NA
"1775","4T","viiom7","(16ffLL","2","0.25","4","-M2","C","cat_themes.krn","0","0","+M3",NA,NA
"1776","4T","viiom7","16aa)","2.25","0.25","6","+M3","C","cat_themes.krn","0","0","-P5",NA,NA
"1777","4T","viiom7","(16dd","2.5","0.25","2","-P5","C","cat_themes.krn","0","0","+m3",NA,NA
"1778","4T","viiom7","16ffJJ)","2.75","0.25","4","+m3","C","cat_themes.krn","0","0","-m2",NA,NA
"1779","4T","I","(16eeLL","3","0.25","3","-m2","C","cat_themes.krn","0","0","+m3",NA,NA
"1780","4T","I","16gg)","3.25","0.25","5","+m3","C","cat_themes.krn","0","0","-P5",NA,NA
"1781","4T","I","(16cc","3.5","0.25","1","-P5","C","cat_themes.krn","0","0","+M3",NA,NA
"1782","4T","I","16eeJJ)","3.75","0.25","3","+M3","C","cat_themes.krn","0","0","P1",NA,NA
"1783","2.D","V","(8eeL","1","0.5","3","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1784","2.D","V","8ddJ)","1.5","0.5","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1785","2.D","V","(8ccL","2","0.5","1","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1786","2.D","V","8bJ)","2.5","0.5","7","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1787","2.D","V","(8aL","3","0.5","6","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1788","2.D","V","8gJ)","3.5","0.5","5","-M2","C","cat_themes.krn","0","0","[gg]",NA,NA
"1789","2.T","I","(2gg","1","2","5","[gg]","C","cat_themes.krn","0","0","-M2",NA,NA
"1791","2.T","I","16ffLL","3","0.25","4","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1792","2.T","I","16ee","3.25","0.25","3","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1793","2.T","I","16dd","3.5","0.25","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1794","2.T","I","16ccJJ","3.75","0.25","1","-M2","C","cat_themes.krn","0","0","+P5",NA,NA
"1795","2.T","V7","8ggL","1","0.5","5","+P5","C","cat_themes.krn","0","0","-M2",NA,NA
"1796","2.T","V7","8ffJ)","1.5","0.5","4","-M2","C","cat_themes.krn","0","0","-m3",NA,NA
"1797","2.T","V7","4.dd","2","1.5","2","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1799","2.T","V7","8ff","3.5","0.5","4","+m3","C","cat_themes.krn","0","0","-m2",NA,NA
"1800","2.T","I","(8eeL","1","0.5","3","-m2","C","cat_themes.krn","0","0","+m3",NA,NA
"1801","2.T","I","8ggJ)","1.5","0.5","5","+m3","C","cat_themes.krn","0","0","P1",NA,NA
"1802","2.T","I","(8ggL","2","0.5","5","P1","C","cat_themes.krn","0","0","+P4",NA,NA
"1803","2.T","I","8cccJ)","2.5","0.5","1","+P4","C","cat_themes.krn","0","0","P1",NA,NA
"1804","2.T","I","8cccL","3","0.5","1","P1","C","cat_themes.krn","0","0","-m6",NA,NA
"1805","2.T","I","8eeJ","3.5","0.5","3","-m6","C","cat_themes.krn","0","0","P1",NA,NA
"1806","2.D","V","(8eeL","1","0.5","3","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1807","2.D","V","8ddJ)","1.5","0.5","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1808","2.D","V","(8ccL","2","0.5","1","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1809","2.D","V","8bJ)","2.5","0.5","7","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1810","2.D","V","(8aL","3","0.5","6","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1811","2.D","V","8gJ)","3.5","0.5","5","-M2","C","cat_themes.krn","0","0","[gg]",NA,NA
"1812","2.T","I","(2gg","1","2","5","[gg]","C","cat_themes.krn","0","0","-M2",NA,NA
"1814","2.T","I","16ffLL","3","0.25","4","-M2","C","cat_themes.krn","0","0","-m2",NA,NA
"1815","2.T","I","16ee","3.25","0.25","3","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1816","2.T","I","16dd","3.5","0.25","2","-M2","C","cat_themes.krn","0","0","-M2",NA,NA
"1817","2.T","I","16ccJJ","3.75","0.25","1","-M2","C","cat_themes.krn","0","0","+P5",NA,NA
"1818","2.T","V7","8ggL","1","0.5","5","+P5","C","cat_themes.krn","0","0","-M2",NA,NA
"1819","2.T","V7","8ffJ)","1.5","0.5","4","-M2","C","cat_themes.krn","0","0","-m3",NA,NA
"1820","2.T","V7","4.dd","2","1.5","2","-m3","C","cat_themes.krn","0","0","+m3",NA,NA
"1822","2.T","V7","8ff","3.5","0.5","4","+m3","C","cat_themes.krn","0","0","-m2",NA,NA
"1823","8T","I","(12eeL","1","0.333333","3","-m2","C","cat_themes.krn","0","0","+m3",NA,NA
"1824","8T","I","12gg","1.33333","0.333333","5","+m3","C","cat_themes.krn","0","0","+M2",NA,NA
"1826","8P","IV","12aaJ)","1.66667","0.333333","6","+M2","C","cat_themes.krn","0","0","-M6",NA,NA
"1827","4D","C","4cc","2","1","1","-M6","C","cat_themes.krn","0","0","-m2",NA,NA
"1828","4D","V","4b","3","1","7","-m2","C","cat_themes.krn","0","0","P1",NA,NA
"1829","2.T","I","(4b","1","1","7","P1","C","cat_themes.krn","0","0","+m2",NA,NA
"1830","2.T","I","4cc)","2","1","1","+m2","C","cat_themes.krn","0","1","[cc]",NA,NA
"1832","4T","I","4cc","1","1","1","[cc]","C","cat_themes.krn","1","0","P1",NA,NA
"1833","4T","I","4cc","2","1","1","P1","C","cat_themes.krn","0","0","+P5",NA,NA
"1834","4T","I","4gg","1","1","5","+P5","C","cat_themes.krn","0","0","P1",NA,NA
"1835","4T","I","4gg","2","1","5","P1","C","cat_themes.krn","0","0","+M2",NA,NA
"1836","4T","IV","4aa","1","1","6","+M2","C","cat_themes.krn","0","0","P1",NA,NA
"1837","4T","IV","4aa","2","1","6","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1838","4T","I","4gg","1","1","5","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1839","4T","I","4gg","2","1","5","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1840","4T","ii","4ff","1","1","4","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1841","4T","viio","4ff","2","1","4","P1","C","cat_themes.krn","0","0","-m2",NA,NA
"1842","4T","I","4ee","1","1","3","-m2","C","cat_themes.krn","0","0","P1",NA,NA
"1843","4T","vi","4ee","2","1","3","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1844","4P","ii","4dd","1","1","2","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1845","4D","V","(8.ddL","2","0.75","2","P1","C","cat_themes.krn","0","0","+M2",NA,NA
"1846","4D","V","16eeJk","2.75","0.25","3","+M2","C","cat_themes.krn","0","0","-M3",NA,NA
"1847","2T","I","2cc)","1","2","1","-M3","C","cat_themes.krn","0","0","[gg]",NA,NA
"1848","2D","I","4gg","1","1","5","[gg]","C","cat_themes.krn","0","0","P1",NA,NA
"1849","2D","I","4gg","2","1","5","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1850","2D","V7","4ff","1","1","4","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1851","2D","V7","4ff","2","1","4","P1","C","cat_themes.krn","0","0","-m2",NA,NA
"1852","2D","I","4ee","1","1","3","-m2","C","cat_themes.krn","0","0","P1",NA,NA
"1853","2D","I","4ee","2","1","3","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1854","2D","V","4dd","1","1","2","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1855","2D","V","4dd","2","1","2","P1","C","cat_themes.krn","0","0","+P4",NA,NA
"1856","2D","I","4gg","1","1","5","+P4","C","cat_themes.krn","0","0","P1",NA,NA
"1857","2D","I","4gg","2","1","5","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1858","2D","V","4ff","1","1","4","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1859","2D","V","4ff","2","1","4","P1","C","cat_themes.krn","0","0","-m2",NA,NA
"1860","2T","I","(4ee","1","1","3","-m2","C","cat_themes.krn","0","0","P1",NA,NA
"1864","2T","I","8.eeL)","2","0.75","3","P1","C","cat_themes.krn","0","0","+m2",NA,NA
"1865","2T","I","16ffJk","2.75","0.25","4","+m2","C","cat_themes.krn","0","0","-m2",NA,NA
"1866","4D","C","4ee","1","1","3","-m2","C","cat_themes.krn","0","0","-M2",NA,NA
"1867","4D","V","4dd)","2","1","2","-M2","C","cat_themes.krn","0","0","[cc]",NA,NA
"1868","2T","I","4cc","1","1","1","[cc]","C","cat_themes.krn","0","0","P1",NA,NA
"1869","2T","I","4cc","2","1","1","P1","C","cat_themes.krn","0","0","+P5",NA,NA
"1870","2T","I","4gg","1","1","5","+P5","C","cat_themes.krn","0","0","P1",NA,NA
"1871","2T","I","4gg","2","1","5","P1","C","cat_themes.krn","0","0","+M2",NA,NA
"1872","2T","IV","4aa","1","1","6","+M2","C","cat_themes.krn","0","0","P1",NA,NA
"1873","2T","IV","4aa","2","1","6","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1874","2T","I","4gg","1","1","5","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1875","2T","I","4gg","2","1","5","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1876","4T","ii","4ff","1","1","4","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1877","4T","viio","4ff","2","1","4","P1","C","cat_themes.krn","0","0","-m2",NA,NA
"1878","4T","I","4ee","1","1","3","-m2","C","cat_themes.krn","0","0","P1",NA,NA
"1879","4T","vi","4ee","2","1","3","P1","C","cat_themes.krn","0","0","-M2",NA,NA
"1880","4P","ii","(4dd","1","1","2","-M2","C","cat_themes.krn","0","0","P1",NA,NA
"1884","4D","V","8.ddL)","2","0.75","2","P1","C","cat_themes.krn","0","0","+M2",NA,NA
"1885","4D","V","16eeJk","2.75","0.25","3","+M2","C","cat_themes.krn","0","0","-M3",NA,NA
"1886","2T","I","2cc)","1","2","1","-M3","C","cat_themes.krn","0","0","[b-]",NA,NA
"1887","4.T","I","4b-","2.5","1","5","[b-]","E-","cat_themes.krn","0","0","-m3",NA,NA
"1889","4.T","I","8g","3.5","0.5","3","-m3","E-","cat_themes.krn","0","0","+m2",NA,NA
"1890","4.T","V7","4.a-","1","1.5","4","+m2","E-","cat_themes.krn","0","0","-m3",NA,NA
"1893","4.T","V7","8f","2.5","0.5","2","-m3","E-","cat_themes.krn","0","0","+M2",NA,NA
"1894","4.T","V7","8g","3","0.5","3","+M2","E-","cat_themes.krn","0","0","+m2",NA,NA
"1895","4.T","V7","8a-","3.5","0.5","4","+m2","E-","cat_themes.krn","0","0","-m2",NA,NA
"1896","2.T","I","4g","1","1","3","-m2","E-","cat_themes.krn","0","0","P1",NA,NA
"1898","2.T","I","8g","2","0.5","3","P1","E-","cat_themes.krn","0","0","+m3",NA,NA
"1899","2.T","I","4b-","2.5","1","5","+m3","E-","cat_themes.krn","0","0","-m3",NA,NA
"1901","2.T","I","8g","3.5","0.5","3","-m3","E-","cat_themes.krn","0","0","+m2",NA,NA
"1902","2.D","V7","4.a-","1","1.5","4","+m2","E-","cat_themes.krn","0","0","-m3",NA,NA
"1905","2.D","V7","8f","2.5","0.5","2","-m3","E-","cat_themes.krn","0","0","+M2",NA,NA
"1906","2.D","V7","8g","3","0.5","3","+M2","E-","cat_themes.krn","0","0","-M2",NA,NA
"1907","2.D","V7","8f","3.5","0.5","2","-M2","E-","cat_themes.krn","0","0","-M2",NA,NA
"1908","4.T","I","4.e-","1","1.5","1","-M2","E-","cat_themes.krn","0","0","[d]",NA,NA
"1911","4.D","V","4d","2.5","1","7","[d]","E-","cat_themes.krn","0","0","P1",NA,NA
"1913","4.D","V","8d","3.5","0.5","7","P1","E-","cat_themes.krn","0","0","+m2",NA,NA
"1914","4.D","I","4e-","1","1","1","+m2","E-","cat_themes.krn","0","0","P1",NA,NA
"1916","4.D","I","8e-","2","0.5","1","P1","E-","cat_themes.krn","0","0","P1",NA,NA
"1918","4.D","V7/V","4e-","2.5","1","1","P1","E-","cat_themes.krn","0","0","P1",NA,NA
"1920","4.D","V7/V","8e-","3.5","0.5","1","P1","E-","cat_themes.krn","0","0","-m2",NA,NA
"1921","2.D","V","8d","1","0.5","7","-m2","E-","cat_themes.krn","0","1","P1",NA,NA
"1924","2.D","V","4d","2.5","1","7","P1","E-","cat_themes.krn","1","0","P1",NA,NA
"1926","2.D","V","8d","3.5","0.5","7","P1","E-","cat_themes.krn","0","0","+m2",NA,NA
"1927","4.D","I","4e-","1","1","1","+m2","E-","cat_themes.krn","0","0","P1",NA,NA
"1929","4.D","I","8e-","2","0.5","1","P1","E-","cat_themes.krn","0","0","P1",NA,NA
"1931","4.D","V7/V","4e-","2.5","1","1","P1","E-","cat_themes.krn","0","0","P1",NA,NA
"1933","4.D","V7/V","8e-","3.5","0.5","1","P1","E-","cat_themes.krn","0","0","-m2",NA,NA
"1934","4.D","V7","8d","1","0.5","7","-m2","E-","cat_themes.krn","0","1","[b-]",NA,NA
"1937","4.T","I","4b-","2.5","1","5","[b-]","E-","cat_themes.krn","1","0","-m3",NA,NA
"1939","4.T","I","8g","3.5","0.5","3","-m3","E-","cat_themes.krn","0","0","+m2",NA,NA
"1940","4.T","V7","4.a-","1","1.5","4","+m2","E-","cat_themes.krn","0","0","-m3",NA,NA
"1943","4.T","V7","8f","2.5","0.5","2","-m3","E-","cat_themes.krn","0","0","+M2",NA,NA
"1944","4.T","V7","8g","3","0.5","3","+M2","E-","cat_themes.krn","0","0","+m2",NA,NA
"1945","4.T","V7","8a-","3.5","0.5","4","+m2","E-","cat_themes.krn","0","0","-m2",NA,NA
"1946","2.T","I","4g","1","1","3","-m2","E-","cat_themes.krn","0","0","P1",NA,NA
"1948","2.T","I","8g","2","0.5","3","P1","E-","cat_themes.krn","0","0","+m3",NA,NA
"1949","2.T","I","4b-","2.5","1","5","+m3","E-","cat_themes.krn","0","0","-m3",NA,NA
"1951","2.T","I","8g","3.5","0.5","3","-m3","E-","cat_themes.krn","0","0","+m2",NA,NA
"1952","2.D","V7","4.a-","1","1.5","4","+m2","E-","cat_themes.krn","0","0","-m3",NA,NA
"1955","2.D","V7","8f","2.5","0.5","2","-m3","E-","cat_themes.krn","0","0","+M2",NA,NA
"1956","2.D","V7","8g","3","0.5","3","+M2","E-","cat_themes.krn","0","0","-M2",NA,NA
"1957","2.D","V7","8f","3.5","0.5","2","-M2","E-","cat_themes.krn","0","0","-M2",NA,NA
"1958","4.T","I","4.e-","1","1.5","1","-M2","E-","cat_themes.krn","0","0","[b-]",NA,NA
"1961","2T","I","4b-","1","1","5","[b-]","E-","cat_themes.krn","0","0","-m3",NA,NA
"1962","2T","I","8g","2","0.5","3","-m3","E-","cat_themes.krn","0","0","P1",NA,NA
"1963","2T","I","8g","2.5","0.5","3","P1","E-","cat_themes.krn","0","0","P1",NA,NA
"1964","2T","I","4.g","1","1.5","3","P1","E-","cat_themes.krn","0","0","-M3",NA,NA
"1967","2T","I","8e-","2.5","0.5","1","-M3","E-","cat_themes.krn","0","0","+M2",NA,NA
"1968","4.D","V","8f","1","0.5","2","+M2","E-","cat_themes.krn","0","0","P1",NA,NA
"1969","4.D","V","8f","1.5","0.5","2","P1","E-","cat_themes.krn","0","0","P1",NA,NA
"1970","4.D","V","8f","2","0.5","2","P1","E-","cat_themes.krn","0","0","+M2",NA,NA
"1971","8D","I","8g","2.5","0.5","3","+M2","E-","cat_themes.krn","0","0","+m3",NA,NA
"1972","4D","V7","8b-","1","0.5","5","+m3","E-","cat_themes.krn","0","0","-M2",NA,NA
"1973","4D","V7","8a-","1.5","0.5","4","-M2","E-","cat_themes.krn","0","0","-m2",NA,NA
"1974","4T","I","8g","2","0.5","3","-m2","E-","cat_themes.krn","0","1","[ee-]",NA,NA
"1978","4T","I","4ee-","1","1","1","[ee-]","E-","cat_themes.krn","0","0","-m2",NA,NA
"1980","4T","V7","8dd'L)","2","0.5","7","-m2","E-","cat_themes.krn","0","0","P1",NA,NA
"1981","4T","V7","(16ddL","2.5","0.25","7","P1","E-","cat_themes.krn","0","0","+m3",NA,NA
"1982","4T","V7","16ffJJ","2.75","0.25","2","+m3","E-","cat_themes.krn","0","0","-M2",NA,NA
"1983","4T","I","4ee-","1","1","1","-M2","E-","cat_themes.krn","0","0","-m2",NA,NA
"1985","4T","V7","8dd'L)","2","0.5","7","-m2","E-","cat_themes.krn","0","0","P1",NA,NA
"1986","4T","V7","(16ddL","2.5","0.25","7","P1","E-","cat_themes.krn","0","0","+m3",NA,NA
"1987","4T","V7","16ffJJ","2.75","0.25","2","+m3","E-","cat_themes.krn","0","0","-M2",NA,NA
"1988","8T","I","8ee-'L)","1","0.5","1","-M2","E-","cat_themes.krn","0","0","-P4",NA,NA
"1989","8T","I","8b-","1.5","0.5","5","-P4","E-","cat_themes.krn","0","0","-M2",NA,NA
"1990","8P","ii","8a-","2","0.5","4","-M2","E-","cat_themes.krn","0","0","-m2",NA,NA
"1991","8P","viiom7/V","8g","2.5","0.5","3","-m2","E-","cat_themes.krn","0","0","P1",NA,NA
"1992","4D","C","4g","1","1","3","P1","E-","cat_themes.krn","0","0","-M2",NA,NA
"1995","4D","V","8f","2","0.5","2","-M2","E-","cat_themes.krn","0","1","[f]",NA,NA
"1998","4.D","V","4f","1","0.5","2","[f]","E-","cat_themes.krn","0","0","P1",NA,NA
"1999","4.D","V","8f","2","0.5","2","P1","E-","cat_themes.krn","0","0","+m3",NA,NA
"2000","8D","V7","8a-","2.5","0.5","4","+m3","E-","cat_themes.krn","0","0","P1",NA,NA
"2001","4D","V7","4a-","1","1","4","P1","E-","cat_themes.krn","0","0","-m2",NA,NA
"2003","4D","I","8g","2","0.5","3","-m2","E-","cat_themes.krn","0","0","+m3",NA,NA
"2004","4D","I","8b-J","2.5","0.5","5","+m3","E-","cat_themes.krn","0","0","P1",NA,NA
"2005","2D","V7","8b-L","1","0.5","5","P1","E-","cat_themes.krn","0","0","-P4",NA,NA
"2006","2D","V7","8f","1.5","0.5","2","-P4","E-","cat_themes.krn","0","0","P1",NA,NA
"2007","2D","V7","8f","2","0.5","2","P1","E-","cat_themes.krn","0","0","+m3",NA,NA
"2008","2D","V7","8a-","2.5","0.5","4","+m3","E-","cat_themes.krn","0","0","P1",NA,NA
