"","X","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"1586",1874,"IV","8a-",1,0.5,"4","+m2","E-","1_iv.krn","-m3",1,"4 1 6"
"1587",1875,"IV","8f",1.5,0.5,"2","-m3","E-","1_iv.krn","-M2",0,"4 1 6"
"1588",1876,"(I)","8e-",2,0.5,"1","-M2","E-","1_iv.krn","-m2",1,"1 5 3"
"1589",1877,"(I)","8d",2.5,0.5,"7","-m2","E-","1_iv.krn","+m2",0,"1 5 3"
"1590",1878,"I","4.e-",1,1.5,"1","+m2","E-","1_iv.krn","+P5",1,"1 5 3"
"1591",1879,"I","8b-",2.5,0.5,"5","+P5","E-","1_iv.krn","+M2",1,"1 5 3"
"1592",1880,"IV","8cc",1,0.5,"6","+M2","E-","1_iv.krn","-M3",1,"4 1 6"
"1593",1881,"IV","8a-",1.5,0.5,"4","-M3","E-","1_iv.krn","-m2",1,"4 1 6"
"1594",1882,"(I)","8g",2,0.5,"3","-m2","E-","1_iv.krn","-M2",1,"1 5 3"
"1595",1883,"(I)","8f",2.5,0.5,"2","-M2","E-","1_iv.krn","+M2",0,"1 5 3"
"1596",1884,"I","4.g",1,1.5,"3","+M2","E-","1_iv.krn","+m3",1,"1 5 3"
"1597",1885,"I","8b-",2.5,0.5,"5","+m3","E-","1_iv.krn","-M2",1,"1 5 3"
"1598",1886,"IV","8a-",1,0.5,"4","-M2","E-","1_iv.krn","-m3",1,"4 1 6"
"1599",1887,"IV","8f",1.5,0.5,"2","-m3","E-","1_iv.krn","-M2",0,"4 1 6"
"1600",1888,"IV","8e-",2,0.5,"1","-M2","E-","1_iv.krn","-m2",1,"4 1 6"
"1601",1889,"IV","8d",2.5,0.5,"7","-m2","E-","1_iv.krn","P1",0,"4 1 6"
"1602",1890,"viio","2d",1,2,"7","P1","E-","1_iv.krn","+m2",1,"7 2 4 1++ 3+"
"1603",1891,"I","4e-",1,1,"1","+m2","E-","1_iv.krn","+P5",1,"1 5 3"
"1604",1893,"I","8b-",2.5,0.5,"5","+P5","E-","1_iv.krn","[dd]",1,"1 5 3"
"1605",1909,"V/V","8dd",4.5,0.5,"2","[dd]","C","2_i.krn","+P4",1,"2 6 4+"
"1606",1910,"V","2gg",1,2,"5","+P4","C","2_i.krn","+M2",1,"5 2 7"
"1607",1911,"V","4.aa",3,1.5,"6","+M2","C","2_i.krn","+M2",0,"5 2 7"
"1608",1913,"V7/V","16bb",4.5,0.25,"7","+M2","C","2_i.krn","+m2",0,"2 6 4+ 1 7+"
"1609",1914,"V7/V","16ccc",4.75,0.25,"1","+m2","C","2_i.krn","-m2",1,"2 6 4+ 1 7+"
"1610",1915,"V","8bb",1,0.5,"7","-m2","C","2_i.krn","+m3",1,"5 2 7"
"1611",1916,"V","8ddd",1.5,0.5,"2","+m3","C","2_i.krn","P1",1,"5 2 7"
"1612",1917,"V","8ddd",2,0.5,"2","P1","C","2_i.krn","P1",1,"5 2 7"
"1613",1918,"V","8ddd",2.5,0.5,"2","P1","C","2_i.krn","P1",1,"5 2 7"
"1614",1919,"V","8.ddd",3,0.75,"2","P1","C","2_i.krn","-m3",1,"5 2 7"
"1615",1920,"V","16bb",3.75,0.25,"7","-m3","C","2_i.krn","+m3",1,"5 2 7"
"1616",1921,"V","16ddd",4,0.25,"2","+m3","C","2_i.krn","-m3",1,"5 2 7"
"1617",1922,"V","16bb",4.25,0.25,"7","-m3","C","2_i.krn","+m3",1,"5 2 7"
"1618",1923,"V","16ddd",4.5,0.25,"2","+m3","C","2_i.krn","-m3",1,"5 2 7"
"1619",1924,"V","16bb",4.75,0.25,"7","-m3","C","2_i.krn","+m3",1,"5 2 7"
"1620",1925,"V","8.ddd",1,0.75,"2","+m3","C","2_i.krn","-m3",1,"5 2 7"
"1621",1926,"V","16bb",1.75,0.25,"7","-m3","C","2_i.krn","+m3",1,"5 2 7"
"1622",1927,"V","16ddd",2,0.25,"2","+m3","C","2_i.krn","-m3",1,"5 2 7"
"1623",1928,"V","16bb",2.25,0.25,"7","-m3","C","2_i.krn","+m3",1,"5 2 7"
"1624",1929,"V","16ddd",2.5,0.25,"2","+m3","C","2_i.krn","-m3",1,"5 2 7"
"1625",1930,"V","16bb",2.75,0.25,"7","-m3","C","2_i.krn","+m2",1,"5 2 7"
"1626",1931,"V","8ccc",3,0.5,"1","+m2","C","2_i.krn","-m2",0,"5 2 7"
"1627",1932,"V","4bb",3.5,1,"7","-m2","C","2_i.krn","-M2",1,"5 2 7"
"1628",1934,"V/V","8aa",4.5,0.5,"6","-M2","C","2_i.krn","-M2",1,"2 6 4+"
"1629",1935,"V","4gg",1,1,"5","-M2","C","2_i.krn","+M3",1,"5 2 7"
"1630",1936,"V","4bb",2,1,"7","+M3","C","2_i.krn","+m2",1,"5 2 7"
"1631",1937,"iim7/V","4ccc",3,1,"1","+m2","C","2_i.krn","-m6",1,"6 3 1 5 7+ 4++"
"1632",1938,"iim7/V","8ee",4,0.5,"3","-m6","C","2_i.krn","+M2",1,"6 3 1 5 7+ 4++"
"1633",1939,"iim7/V","16ff#",4.5,0.25,"4+","+M2","C","2_i.krn","-M2",0,"6 3 1 5 7+ 4++"
"1634",1940,"iim7/V","32ee",4.75,0.125,"3","-M2","C","2_i.krn","+M2",1,"6 3 1 5 7+ 4++"
"1635",1941,"iim7/V","32ff#",4.875,0.125,"4+","+M2","C","2_i.krn","+m2",0,"6 3 1 5 7+ 4++"
"1636",1942,"V7","4gg",1,1,"5","+m2","C","2_i.krn","+M3",1,"5 2 7 4 3+"
"1637",1943,"V7","8.bb",2,0.75,"7","+M3","C","2_i.krn","-M2",1,"5 2 7 4 3+"
"1638",1944,"V7","32aa",2.75,0.125,"6","-M2","C","2_i.krn","+M2",0,"5 2 7 4 3+"
"1639",1945,"V7","32bb",2.875,0.125,"7","+M2","C","2_i.krn","+m2",1,"5 2 7 4 3+"
"1640",1946,"I","4ccc",3,1,"1","+m2","C","2_i.krn","-m6",1,"1 5 3"
"1641",1947,"I","24ee",4,0.166667,"3","-m6","C","2_i.krn","+M2",1,"1 5 3"
"1642",1948,"I","24ff#",4.16667,0.166667,"4+","+M2","C","2_i.krn","+m2",0,"1 5 3"
"1643",1949,"I","24gg",4.33333,0.166667,"5","+m2","C","2_i.krn","-m2",1,"1 5 3"
"1644",1950,"I","24ff#",4.5,0.166667,"4+","-m2","C","2_i.krn","+m2",0,"1 5 3"
"1645",1951,"I","24gg",4.66667,0.166667,"5","+m2","C","2_i.krn","+M2",1,"1 5 3"
"1646",1952,"I","24aa",4.83333,0.166667,"6","+M2","C","2_i.krn","-M2",0,"1 5 3"
"1647",1953,"V","1gg",1,4,"5","-M2","C","2_i.krn","P1",1,"5 2 7"
"1648",1954,"V","1gg",1,4,"5","P1","C","2_i.krn","P1",1,"5 2 7"
"1649",1956,"V","4gg",1,1,"5","P1","C","2_i.krn","-P8",1,"5 2 7"
"1650",1957,"V","8.g",2,0.75,"5","-P8","C","2_i.krn","P1",1,"5 2 7"
"1651",1958,"V","16g",2.75,0.25,"5","P1","C","2_i.krn","P1",1,"5 2 7"
"1652",1959,"V","4g",3,1,"5","P1","C","2_i.krn","-P5",1,"5 2 7"
"1653",1962,"I","8c",1.5,0.5,"1","-P5","C","2_i.krn","+M3",1,"1 5 3"
"1654",1963,"I","8e",2,0.5,"3","+M3","C","2_i.krn","+P4",1,"1 5 3"
"1655",1964,"I","8a",2.5,0.5,"6","+P4","C","2_i.krn","-M3",0,"1 5 3"
"1656",1965,"V7","8f",3,0.5,"4","-M3","C","2_i.krn","-m3",1,"5 2 7 4 3+"
"1657",1966,"V7","8d",3.5,0.5,"2","-m3","C","2_i.krn","+P4",1,"5 2 7 4 3+"
"1658",1967,"V7","8g",4,0.5,"5","+P4","C","2_i.krn","-P8",1,"5 2 7 4 3+"
"1659",1968,"V7","8G",4.5,0.5,"5","-P8","C","2_i.krn","+P4",1,"5 2 7 4 3+"
"1660",1969,"V7/IV","8c",1,0.5,"1","+P4","C","2_i.krn","+m14",1,"1 5 3 7- 6+"
"1661",1971,"V7/IV","4bb-",2,1,"7-","+m14","C","2_i.krn","-m2",1,"1 5 3 7- 6+"
"1662",1972,"IV","4aa",3,1,"6","-m2","C","2_i.krn","-M3",1,"4 1 6"
"1663",1973,"iim7","8.ff",4,0.75,"4","-M3","C","2_i.krn","-m2",1,"2 6 4 1 3+ 7+"
"1664",1974,"iim7","32ee",4.75,0.125,"3","-m2","C","2_i.krn","+m2",0,"2 6 4 1 3+ 7+"
"1665",1975,"iim7","32ff",4.875,0.125,"4","+m2","C","2_i.krn","-m2",1,"2 6 4 1 3+ 7+"
"1666",1976,"V7/IV","4ee",1,1,"3","-m2","C","2_i.krn","+d5",1,"1 5 3 7- 6+"
"1667",1977,"V7/IV","4bb-",2,1,"7-","+d5","C","2_i.krn","-m2",1,"1 5 3 7- 6+"
"1668",1978,"IV","4aa",3,1,"6","-m2","C","2_i.krn","-M3",1,"4 1 6"
"1669",1979,"iim7","8.ff",4,0.75,"4","-M3","C","2_i.krn","-m2",1,"2 6 4 1 3+ 7+"
"1670",1980,"iim7","32ee",4.75,0.125,"3","-m2","C","2_i.krn","+m2",0,"2 6 4 1 3+ 7+"
"1671",1981,"iim7","32ff",4.875,0.125,"4","+m2","C","2_i.krn","-m2",1,"2 6 4 1 3+ 7+"
"1672",1982,"I","16ee",1,0.25,"3","-m2","C","2_i.krn","-M3",1,"1 5 3"
"1673",1983,"I","16cc",1.25,0.25,"1","-M3","C","2_i.krn","+M3",1,"1 5 3"
"1674",1984,"I","16ee",1.5,0.25,"3","+M3","C","2_i.krn","+m3",1,"1 5 3"
"1675",1985,"I","16gg",1.75,0.25,"5","+m3","C","2_i.krn","+P4",1,"1 5 3"
"1676",1986,"I","16ccc",2,0.25,"1","+P4","C","2_i.krn","-P4",1,"1 5 3"
"1677",1987,"I","16gg",2.25,0.25,"5","-P4","C","2_i.krn","+M6",1,"1 5 3"
"1678",1988,"I","16eee",2.5,0.25,"3","+M6","C","2_i.krn","-M3",1,"1 5 3"
"1679",1989,"I","16ccc",2.75,0.25,"1","-M3","C","2_i.krn","+P5",1,"1 5 3"
"1680",1990,"I","16ggg",3,0.25,"5","+P5","C","2_i.krn","-m3",1,"1 5 3"
"1681",1991,"I","16eee",3.25,0.25,"3","-m3","C","2_i.krn","-M3",1,"1 5 3"
"1682",1992,"I","16ccc",3.5,0.25,"1","-M3","C","2_i.krn","-P4",1,"1 5 3"
"1683",1993,"I","16gg",3.75,0.25,"5","-P4","C","2_i.krn","+P4",1,"1 5 3"
"1684",1994,"I","16ccc",4,0.25,"1","+P4","C","2_i.krn","-P4",1,"1 5 3"
"1685",1995,"I","16gg",4.25,0.25,"5","-P4","C","2_i.krn","-m3",1,"1 5 3"
"1686",1996,"I","16ee",4.5,0.25,"3","-m3","C","2_i.krn","-M3",1,"1 5 3"
"1687",1997,"I","16cc",4.75,0.25,"1","-M3","C","2_i.krn","-P11",1,"1 5 3"
"1688",1998,"V7","8G",1,0.5,"5","-P11","C","2_i.krn","+m14",1,"5 2 7 4 3+"
"1689",1999,"V7","4ff",1.5,1,"4","+m14","C","2_i.krn","-m2",1,"5 2 7 4 3+"
"1690",2001,"I","8ee",2.5,0.5,"3","-m2","C","2_i.krn","+P4",1,"1 5 3"
"1691",2002,"IV","4.aa",3,1.5,"6","+P4","C","2_i.krn","-M2",1,"4 1 6"
"1692",2003,"IV","32gg",4.5,0.125,"5","-M2","C","2_i.krn","-M2",0,"4 1 6"
"1693",2004,"IV","32ff",4.625,0.125,"4","-M2","C","2_i.krn","-m2",1,"4 1 6"
"1694",2005,"IV","32ee",4.75,0.125,"3","-m2","C","2_i.krn","-M2",0,"4 1 6"
"1695",2006,"IV","32dd",4.875,0.125,"2","-M2","C","2_i.krn","-m2",0,"4 1 6"
"1696",2007,"viioD7/ii","8cc#",1,0.5,"1+","-m2","C","2_i.krn","+m2",1,"1+ 3 5 6+ 2++ 4++"
"1697",2008,"ii","8dd",1.5,0.5,"2","+m2","C","2_i.krn","+M2",1,"2 6 4 3+"
"1698",2009,"ii","8ee",2,0.5,"3","+M2","C","2_i.krn","+m2",0,"2 6 4 3+"
"1699",2010,"ii","8ff",2.5,0.5,"4","+m2","C","2_i.krn","-P4",1,"2 6 4 3+"
"1700",2011,"I","4..cc",3,1.75,"1","-P4","C","2_i.krn","+M2",1,"1 5 3"
"1701",2012,"I","32dd",4.75,0.125,"2","+M2","C","2_i.krn","-M2",0,"1 5 3"
"1702",2013,"I","32cc",4.875,0.125,"1","-M2","C","2_i.krn","-m2",1,"1 5 3"
"1703",2014,"V","4b",1,1,"7","-m2","C","2_i.krn","+m3",1,"5 2 7"
"1704",2016,"V","8dd",2.5,0.5,"2","+m3","C","2_i.krn","+P4",1,"5 2 7"
"1705",2017,"V","8gg",3,0.5,"5","+P4","C","2_i.krn","-m2",1,"5 2 7"
"1706",2018,"V","8ff#",3.5,0.5,"4+","-m2","C","2_i.krn","-M2",0,"5 2 7"
"1707",2019,"V","8ee",4,0.5,"3","-M2","C","2_i.krn","-M2",0,"5 2 7"
"1708",2020,"V","8dd",4.5,0.5,"2","-M2","C","2_i.krn","-M2",1,"5 2 7"
"1709",2021,"ii/V","[6..cc",1,1.16667,"1","-M2","C","2_i.krn","+M2",1,"6 3 1 7+"
"1710",2023,"ii/V","32dd",2.25,0.125,"2","+M2","C","2_i.krn","+M2",0,"6 3 1 7+"
"1711",2024,"ii/V","32ee",2.375,0.125,"3","+M2","C","2_i.krn","+M2",1,"6 3 1 7+"
"1712",2025,"ii/V","32ff#",2.5,0.125,"4+","+M2","C","2_i.krn","+m2",0,"6 3 1 7+"
"1713",2026,"ii/V","32gg",2.625,0.125,"5","+m2","C","2_i.krn","+M2",0,"6 3 1 7+"
"1714",2027,"ii/V","32aa",2.75,0.125,"6","+M2","C","2_i.krn","+M2",1,"6 3 1 7+"
"1715",2028,"ii/V","32bb",2.875,0.125,"7","+M2","C","2_i.krn","+m2",0,"6 3 1 7+"
"1716",2029,"V7/V","8ccc",3,0.5,"1","+m2","C","2_i.krn","-m3",1,"2 6 4+ 1 7+"
"1717",2030,"V7/V","8aa",3.5,0.5,"6","-m3","C","2_i.krn","-m3",1,"2 6 4+ 1 7+"
"1718",2031,"V7/V","8ff#",4,0.5,"4+","-m3","C","2_i.krn","-A4",1,"2 6 4+ 1 7+"
"1719",2032,"V7/V","8cc",4.5,0.5,"1","-A4","C","2_i.krn","-m2",1,"2 6 4+ 1 7+"
"1720",2033,"V","4b",1,1,"7","-m2","C","2_i.krn","+P4",1,"5 2 7"
"1721",2034,"V","4.ee",2,1.5,"3","+P4","C","2_i.krn","-m3",0,"5 2 7"
"1722",2036,"V/V","8cc#",3.5,0.5,"1+","-m3","C","2_i.krn","+m2",0,"2 6 4+"
"1723",2037,"V/V","8.dd",4,0.75,"2","+m2","C","2_i.krn","+M2",1,"2 6 4+"
"1724",2038,"V/V","32ee",4.75,0.125,"3","+M2","C","2_i.krn","+M2",0,"2 6 4+"
"1725",2039,"V/V","32ff#",4.875,0.125,"4+","+M2","C","2_i.krn","+m2",1,"2 6 4+"
"1726",2040,"vi/V","4gg",1,1,"5","+m2","C","2_i.krn","-m2",1,"3 7 5 4++"
"1727",2041,"vi/V","16ff#",2,0.25,"4+","-m2","C","2_i.krn","-M2",0,"3 7 5 4++"
"1728",2042,"vi/V","16ee",2.25,0.25,"3","-M2","C","2_i.krn","-M2",1,"3 7 5 4++"
"1729",2043,"vi/V","16dd",2.5,0.25,"2","-M2","C","2_i.krn","-M2",0,"3 7 5 4++"
"1730",2044,"vi/V","16cc",2.75,0.25,"1","-M2","C","2_i.krn","P1",0,"3 7 5 4++"
"1731",2045,"iii/V","16cc",3,0.25,"1","P1","C","2_i.krn","-m2",0,"7 4+ 2 1++"
"1732",2046,"iii/V","16b",3.25,0.25,"7","-m2","C","2_i.krn","-m2",1,"7 4+ 2 1++"
"1733",2047,"iii/V","16a#",3.5,0.25,"6+","-m2","C","2_i.krn","+m2",0,"7 4+ 2 1++"
"1734",2048,"iii/V","16b",3.75,0.25,"7","+m2","C","2_i.krn","P1",1,"7 4+ 2 1++"
"1735",2049,"iii/V","8.b",4,0.75,"7","P1","C","2_i.krn","+m2",1,"7 4+ 2 1++"
"1736",2050,"iii/V","32cc",4.75,0.125,"1","+m2","C","2_i.krn","+M2",0,"7 4+ 2 1++"
"1737",2051,"iii/V","32dd",4.875,0.125,"2","+M2","C","2_i.krn","+M2",1,"7 4+ 2 1++"
"1738",2052,"ii/V","4.ee",1,1.5,"3","+M2","C","2_i.krn","-M3",1,"6 3 1 7+"
"1739",2053,"ii/V","8cc",2.5,0.5,"1","-M3","C","2_i.krn","-m3",1,"6 3 1 7+"
"1740",2054,"ii/V","8a",3,0.5,"6","-m3","C","2_i.krn","+m10",1,"6 3 1 7+"
"1741",2055,"ii/V","8ccc",3.5,0.5,"1","+m10","C","2_i.krn","-m3",1,"6 3 1 7+"
"1742",2056,"ii/V","8aa",4,0.5,"6","-m3","C","2_i.krn","-M2",1,"6 3 1 7+"
"1743",2057,"ii/V","8gg",4.5,0.5,"5","-M2","C","2_i.krn","P1",0,"6 3 1 7+"
"1744",2058,"V7/V","4gg",1,1,"5","P1","C","2_i.krn","-m2",0,"2 6 4+ 1 7+"
"1745",2059,"V7/V","24ff#",2,0.166667,"4+","-m2","C","2_i.krn","-M3",1,"2 6 4+ 1 7+"
"1746",2060,"V7/V","24dd",2.16667,0.166667,"2","-M3","C","2_i.krn","+M2",1,"2 6 4+ 1 7+"
"1747",2061,"V7/V","24ee",2.33333,0.166667,"3","+M2","C","2_i.krn","+M2",0,"2 6 4+ 1 7+"
"1748",2062,"V7/V","24ff#",2.5,0.166667,"4+","+M2","C","2_i.krn","-M2",1,"2 6 4+ 1 7+"
"1749",2063,"V7/V","24ee",2.66667,0.166667,"3","-M2","C","2_i.krn","-M2",0,"2 6 4+ 1 7+"
"1750",2064,"V7/V","24dd",2.83333,0.166667,"2","-M2","C","2_i.krn","+P5",1,"2 6 4+ 1 7+"
"1751",2065,"V7/V","24aa",3,0.166667,"6","+P5","C","2_i.krn","-P5",1,"2 6 4+ 1 7+"
"1752",2066,"V7/V","24dd",3.16667,0.166667,"2","-P5","C","2_i.krn","+M2",1,"2 6 4+ 1 7+"
"1753",2067,"V7/V","24ee",3.33333,0.166667,"3","+M2","C","2_i.krn","+M2",0,"2 6 4+ 1 7+"
"1754",2068,"V7/V","24ff#",3.5,0.166667,"4+","+M2","C","2_i.krn","-M2",1,"2 6 4+ 1 7+"
"1755",2069,"V7/V","24ee",3.66667,0.166667,"3","-M2","C","2_i.krn","-M2",0,"2 6 4+ 1 7+"
"1756",2070,"V7/V","24dd",3.83333,0.166667,"2","-M2","C","2_i.krn","+m7",1,"2 6 4+ 1 7+"
"1757",2071,"V7/V","24ccc",4,0.166667,"1","+m7","C","2_i.krn","-m7",1,"2 6 4+ 1 7+"
"1758",2072,"V7/V","24dd",4.16667,0.166667,"2","-m7","C","2_i.krn","+M2",1,"2 6 4+ 1 7+"
"1759",2073,"V7/V","24ee",4.33333,0.166667,"3","+M2","C","2_i.krn","+M2",0,"2 6 4+ 1 7+"
"1760",2074,"V7/V","24ff#",4.5,0.166667,"4+","+M2","C","2_i.krn","-M2",1,"2 6 4+ 1 7+"
"1761",2075,"V7/V","24ee",4.66667,0.166667,"3","-M2","C","2_i.krn","-M2",0,"2 6 4+ 1 7+"
"1762",2076,"V7/V","24dd",4.83333,0.166667,"2","-M2","C","2_i.krn","+M9",1,"2 6 4+ 1 7+"
"1763",2077,"V7/V","4.eee",1,1.5,"3","+M9","C","2_i.krn","-M2",0,"2 6 4+ 1 7+"
"1764",2078,"V7/V","16ddd",2.5,0.25,"2","-M2","C","2_i.krn","-M2",1,"2 6 4+ 1 7+"
"1765",2079,"V7/V","16ccc",2.75,0.25,"1","-M2","C","2_i.krn","-m2",1,"2 6 4+ 1 7+"
"1766",2080,"V","8bb",3,0.5,"7","-m2","C","2_i.krn","+m6",1,"5 2 7"
"1767",2081,"V","8ggg",3.5,0.5,"5","+m6","C","2_i.krn","-m3",1,"5 2 7"
"1768",2082,"V","8eee",4,0.5,"3","-m3","C","2_i.krn","-m3",0,"5 2 7"
"1769",2083,"V","8ccc#",4.5,0.5,"1+","-m3","C","2_i.krn","P1",0,"5 2 7"
"1771",2085,"V/V","4ddd",2,1,"2","+m2","C","2_i.krn","-M16",1,"2 6 4+"
"1772",2087,"V7","4c",3.5,1,"1","-M16","C","2_i.krn","-m2",0,"5 2 7 4 3+"
"1773",2089,"vi","8B",4.5,0.5,"7","-m2","C","2_i.krn","+P4",0,"6 3 1 7+"
"1774",2091,"I","8e",1.5,0.5,"3","+P4","C","2_i.krn","+M2",1,"1 5 3"
"1775",2093,"V7/V","8f#",2.5,0.5,"4+","+M2","C","2_i.krn","+m2",1,"2 6 4+ 1 7+"
"1776",2094,"V","4g",3,1,"5","+m2","C","2_i.krn","+M10",1,"5 2 7"
"1777",2096,"V","24bb",4.16667,0.166667,"7","+M10","C","2_i.krn","+m2",1,"5 2 7"
"1778",2097,"V","24ccc",4.33333,0.166667,"1","+m2","C","2_i.krn","+M2",0,"5 2 7"
"1779",2098,"V","24ddd",4.5,0.166667,"2","+M2","C","2_i.krn","-M2",1,"5 2 7"
"1780",2099,"V","24ccc",4.66667,0.166667,"1","-M2","C","2_i.krn","-m2",0,"5 2 7"
"1781",2100,"V","24bb",4.83333,0.166667,"7","-m2","C","2_i.krn","+P4",1,"5 2 7"
"1782",2101,"I","4eee",1,1,"3","+P4","C","2_i.krn","-P5",1,"1 5 3"
"1783",2103,"viio/V","24aa",2.16667,0.166667,"6","-P5","C","2_i.krn","+M2",1,"4+ 6 1 5++ 7+"
"1784",2104,"viio/V","24bb",2.33333,0.166667,"7","+M2","C","2_i.krn","+m2",0,"4+ 6 1 5++ 7+"
"1785",2105,"viio/V","24ccc",2.5,0.166667,"1","+m2","C","2_i.krn","-m2",1,"4+ 6 1 5++ 7+"
"1786",2106,"viio/V","24bb",2.66667,0.166667,"7","-m2","C","2_i.krn","-M2",0,"4+ 6 1 5++ 7+"
"1787",2107,"viio/V","24aa",2.83333,0.166667,"6","-M2","C","2_i.krn","+P4",1,"4+ 6 1 5++ 7+"
"1788",2108,"iii/V","4ddd",3,1,"2","+P4","C","2_i.krn","-P5",1,"7 4+ 2 1++"
"1789",2110,"vi/V","24gg",4.16667,0.166667,"5","-P5","C","2_i.krn","+M2",1,"3 7 5 4++"
"1790",2111,"vi/V","24aa",4.33333,0.166667,"6","+M2","C","2_i.krn","+M2",0,"3 7 5 4++"
"1791",2112,"vi/V","24bb",4.5,0.166667,"7","+M2","C","2_i.krn","-M2",1,"3 7 5 4++"
"1792",2113,"vi/V","24aa",4.66667,0.166667,"6","-M2","C","2_i.krn","-M2",0,"3 7 5 4++"
"1793",2114,"vi/V","24gg",4.83333,0.166667,"5","-M2","C","2_i.krn","+P4",1,"3 7 5 4++"
"1794",2115,"ii/V","4ccc",1,1,"1","+P4","C","2_i.krn","-m3",1,"6 3 1 7+"
"1795",2117,"V7/V","24aa",2.16667,0.166667,"6","-m3","C","2_i.krn","+M2",1,"2 6 4+ 1 7+"
"1796",2118,"V7/V","24bb",2.33333,0.166667,"7","+M2","C","2_i.krn","+m2",0,"2 6 4+ 1 7+"
"1797",2119,"V7/V","24ccc",2.5,0.166667,"1","+m2","C","2_i.krn","-m2",1,"2 6 4+ 1 7+"
"1798",2120,"V7/V","24bb",2.66667,0.166667,"7","-m2","C","2_i.krn","-M2",0,"2 6 4+ 1 7+"
"1799",2121,"V7/V","24aa",2.83333,0.166667,"6","-M2","C","2_i.krn","+M2",1,"2 6 4+ 1 7+"
"1800",2122,"V","24bb",3,0.166667,"7","+M2","C","2_i.krn","-M6",1,"5 2 7"
"1801",2123,"V","24dd",3.16667,0.166667,"2","-M6","C","2_i.krn","P1",1,"5 2 7"
"1802",2124,"V","24dd",3.33333,0.166667,"2","P1","C","2_i.krn","+P8",1,"5 2 7"
"1803",2125,"V","24ddd",3.5,0.166667,"2","+P8","C","2_i.krn","-P8",1,"5 2 7"
"1804",2126,"V","24dd",3.66667,0.166667,"2","-P8","C","2_i.krn","P1",1,"5 2 7"
"1805",2127,"V","24dd",3.83333,0.166667,"2","P1","C","2_i.krn","+m7",1,"5 2 7"
"1806",2128,"V/V","24ccc",4,0.166667,"1","+m7","C","2_i.krn","-m7",0,"2 6 4+"
"1807",2129,"V/V","24dd",4.16667,0.166667,"2","-m7","C","2_i.krn","P1",1,"2 6 4+"
"1808",2130,"V/V","24dd",4.33333,0.166667,"2","P1","C","2_i.krn","+M6",1,"2 6 4+"
"1809",2131,"V","24bb",4.5,0.166667,"7","+M6","C","2_i.krn","-M6",1,"5 2 7"
"1810",2132,"V","24dd",4.66667,0.166667,"2","-M6","C","2_i.krn","P1",1,"5 2 7"
"1811",2133,"V","24dd",4.83333,0.166667,"2","P1","C","2_i.krn","+P5",1,"5 2 7"
"1812",2134,"V/V","24aa",1,0.166667,"6","+P5","C","2_i.krn","-P5",1,"2 6 4+"
"1813",2135,"V/V","24dd",1.16667,0.166667,"2","-P5","C","2_i.krn","P1",1,"2 6 4+"
"1814",2136,"V/V","24dd",1.33333,0.166667,"2","P1","C","2_i.krn","+P8",1,"2 6 4+"
"1815",2137,"V/V","24ddd",1.5,0.166667,"2","+P8","C","2_i.krn","-P8",1,"2 6 4+"
"1816",2138,"V/V","24dd",1.66667,0.166667,"2","-P8","C","2_i.krn","P1",1,"2 6 4+"
"1817",2139,"V/V","24dd",1.83333,0.166667,"2","P1","C","2_i.krn","+m7",1,"2 6 4+"
"1818",2140,"V/V","24ccc",2,0.166667,"1","+m7","C","2_i.krn","-m7",0,"2 6 4+"
"1819",2141,"V/V","24dd",2.16667,0.166667,"2","-m7","C","2_i.krn","P1",1,"2 6 4+"
"1820",2142,"V/V","24dd",2.33333,0.166667,"2","P1","C","2_i.krn","+M6",1,"2 6 4+"
"1821",2143,"V","24bb",2.5,0.166667,"7","+M6","C","2_i.krn","-M6",1,"5 2 7"
"1822",2144,"V","24dd",2.66667,0.166667,"2","-M6","C","2_i.krn","P1",1,"5 2 7"
"1823",2145,"V","24dd",2.83333,0.166667,"2","P1","C","2_i.krn","+P5",1,"5 2 7"
"1824",2146,"V/V","24aa",3,0.166667,"6","+P5","C","2_i.krn","-P5",1,"2 6 4+"
"1825",2147,"V/V","24dd",3.16667,0.166667,"2","-P5","C","2_i.krn","P1",1,"2 6 4+"
"1826",2148,"V/V","24dd",3.33333,0.166667,"2","P1","C","2_i.krn","+P8",1,"2 6 4+"
"1827",2149,"V/V","24ddd",3.5,0.166667,"2","+P8","C","2_i.krn","-P8",1,"2 6 4+"
"1828",2150,"V/V","24dd",3.66667,0.166667,"2","-P8","C","2_i.krn","P1",1,"2 6 4+"
"1829",2151,"V/V","24dd",3.83333,0.166667,"2","P1","C","2_i.krn","+m7",1,"2 6 4+"
"1830",2152,"V/V","24ccc",4,0.166667,"1","+m7","C","2_i.krn","-m7",0,"2 6 4+"
"1831",2153,"V/V","24dd",4.16667,0.166667,"2","-m7","C","2_i.krn","P1",1,"2 6 4+"
"1832",2154,"V/V","24dd",4.33333,0.166667,"2","P1","C","2_i.krn","+M6",1,"2 6 4+"
"1833",2155,"V","24bb",4.5,0.166667,"7","+M6","C","2_i.krn","-M6",1,"5 2 7"
"1834",2156,"V","24dd",4.66667,0.166667,"2","-M6","C","2_i.krn","P1",1,"5 2 7"
"1835",2157,"V","24dd",4.83333,0.166667,"2","P1","C","2_i.krn","+P5",1,"5 2 7"
