""	"function"	"harm"	"melody"	"beat_pos"	"duration"	"scale_deg"	"approaching"	"key"	"file"	"depart"	"Response"	"Chordnotes"
"5715"	"2D"	"V7/IV"	"64bbJJJJ)"	"2.4375"	"0.0625"	"6"	"-m2"	"D"	"B065.krn"	"+m3"	NA	NA
"5716"	"2D"	"V7/IV"	"16ddd'"	"2.5"	"0.25"	"1"	"+m3"	"D"	"B065.krn"	"-P4"	NA	NA
"5718"	"2D"	"V7/IV"	"(64aaLLLL"	"2.875"	"0.0625"	"5"	"-P4"	"D"	"B065.krn"	"-M2"	NA	NA
"5719"	"2D"	"V7/IV"	"64ggJJJJ)"	"2.9375"	"0.0625"	"4"	"-M2"	"D"	"B065.krn"	"+M3"	NA	NA
"5720"	"4P"	"IV"	"8bb'"	"3"	"0.5"	"6"	"+M3"	"D"	"B065.krn"	"-P15"	NA	NA
"5723"	"2P"	"ii"	"(128BLLLLK"	"1.5"	"0.03125"	"6"	"-P15"	"D"	"B065.krn"	"+m6"	NA	NA
"5724"	"2P"	"ii"	"64.gJJJJ)"	"1.53125"	"0.09375"	"4"	"+m6"	"D"	"B065.krn"	"-m2"	NA	NA
"5729"	"2P"	"ii"	"(64f#LLLL"	"2.375"	"0.125"	"3"	"-m2"	"D"	"B065.krn"	"-M2"	NA	NA
"5730"	"2P"	"ii"	"64eJJJJ)"	"2.4375"	"0.125"	"2"	"-M2"	"D"	"B065.krn"	"+m3"	NA	NA
"5731"	"2P"	"ii"	"16g'"	"2.5"	"0.375"	"4"	"+m3"	"D"	"B065.krn"	"-P4"	NA	NA
"5733"	"2P"	"ii"	"(64dLLLL"	"2.875"	"0.0625"	"1"	"-P4"	"D"	"B065.krn"	"-m2"	NA	NA
"5734"	"2P"	"ii"	"64c#JJJJ)"	"2.9375"	"0.0625"	"7"	"-m2"	"D"	"B065.krn"	"+m3"	NA	NA
"5735"	"4D"	"V7"	"8e'"	"3"	"0.5"	"2"	"+m3"	"D"	"B065.krn"	"-m3"	NA	NA
"5737"	"4D"	"V7"	"[32c#"	"3.875"	"0.125"	"7"	"-m3"	"D"	"B065.krn"	"+m3"	NA	NA
"5738"	"2T"	"I"	"2e"	"1"	"2"	"2"	"+m3"	"D"	"B065.krn"	"-M2"	NA	NA
"5748"	"2T"	"I"	"4d;"	"3"	"1"	"1"	"-M2"	"D"	"B065.krn"	"[gg]"	NA	NA
"5749"	"2T"	"I"	"(8ggL"	"1"	"0.5"	"4"	"[gg]"	"D"	"B065.krn"	"-m2"	NA	NA
"5750"	"2T"	"I"	"8ff#'J)"	"1.5"	"0.5"	"3"	"-m2"	"D"	"B065.krn"	"P1"	NA	NA
"5751"	"2T"	"I"	"(8ff#L"	"2"	"0.5"	"3"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5752"	"2T"	"I"	"8ee'J)"	"2.5"	"0.5"	"2"	"-M2"	"D"	"B065.krn"	"P1"	NA	NA
"5753"	"2T"	"I"	"(8eeL"	"1"	"0.5"	"2"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5754"	"2T"	"I"	"8dd'J)"	"1.5"	"0.5"	"1"	"-M2"	"D"	"B065.krn"	"P1"	NA	NA
"5755"	"2T"	"I"	"(8ddL"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-m2"	NA	NA
"5756"	"2T"	"I"	"8cc#'J)"	"2.5"	"0.5"	"7"	"-m2"	"D"	"B065.krn"	"P1"	NA	NA
"5757"	"2T"	"ii7"	"(8cc#L"	"1"	"0.5"	"7"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5758"	"2T"	"ii7"	"8b'J)"	"1.5"	"0.5"	"6"	"-M2"	"D"	"B065.krn"	"P1"	NA	NA
"5759"	"2T"	"ii7"	"(8bL"	"2"	"0.5"	"6"	"P1"	"D"	"B065.krn"	"+m3"	NA	NA
"5760"	"2T"	"ii7"	"8dd'J)"	"2.5"	"0.5"	"1"	"+m3"	"D"	"B065.krn"	"P1"	NA	NA
"5761"	"2T"	"I"	"(8ddL"	"1"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-P4"	NA	NA
"5762"	"2T"	"I"	"8a'J)"	"1.5"	"0.5"	"5"	"-P4"	"D"	"B065.krn"	"P1"	NA	NA
"5763"	"2T"	"I"	"(8aL"	"2"	"0.5"	"5"	"P1"	"D"	"B065.krn"	"-m3"	NA	NA
"5764"	"2T"	"I"	"8f#'J)"	"2.5"	"0.5"	"3"	"-m3"	"D"	"B065.krn"	"P1"	NA	NA
"5765"	"2T"	"V7"	"(8f#L"	"1"	"0.5"	"3"	"P1"	"D"	"B065.krn"	"+m2"	NA	NA
"5766"	"2T"	"V7"	"8g'J)"	"1.5"	"1"	"4"	"+m2"	"D"	"B065.krn"	"P1"	NA	NA
"5767"	"2T"	"V7"	"(8gL"	"2"	"1"	"4"	"P1"	"D"	"B065.krn"	"+M6"	NA	NA
"5768"	"2T"	"V7"	"8ee'J)"	"2.5"	"0.5"	"2"	"+M6"	"D"	"B065.krn"	"P1"	NA	NA
"5769"	"2T"	"I"	"(8eeL"	"1"	"0.5"	"2"	"P1"	"D"	"B065.krn"	"-m7"	NA	NA
"5770"	"2T"	"I"	"8f#'J)"	"1.5"	"0.5"	"3"	"-m7"	"D"	"B065.krn"	"P1"	NA	NA
"5771"	"2T"	"I"	"(8f#L"	"2"	"0.5"	"3"	"P1"	"D"	"B065.krn"	"+m6"	NA	NA
"5772"	"2T"	"I"	"8dd'J)"	"2.5"	"1"	"1"	"+m6"	"D"	"B065.krn"	"P1"	NA	NA
"5773"	"4P"	"IV"	"(8ddL"	"1"	"1"	"1"	"P1"	"D"	"B065.krn"	"-m7"	NA	NA
"5774"	"4P"	"IV"	"8e'J)"	"1.5"	"0.5"	"2"	"-m7"	"D"	"B065.krn"	"P1"	NA	NA
"5775"	"4D"	"V"	"(8eL"	"2"	"0.5"	"2"	"P1"	"D"	"B065.krn"	"+M6"	NA	NA
"5776"	"4D"	"V"	"8cc#'J)"	"2.5"	"0.5"	"7"	"+M6"	"D"	"B065.krn"	"+m2"	NA	NA
"5777"	"2T"	"I"	"4dd"	"1"	"1"	"1"	"+m2"	"D"	"B065.krn"	"[a]"	NA	NA
"5779"	"2T"	"I"	"(8aL"	"1"	"0.5"	"5"	"[a]"	"D"	"B065.krn"	"+P4"	NA	NA
"5780"	"2T"	"I"	"8dd'J)"	"1.5"	"0.5"	"1"	"+P4"	"D"	"B065.krn"	"P1"	NA	NA
"5781"	"2T"	"I"	"(8ddL"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"+M3"	NA	NA
"5782"	"2T"	"I"	"8ff#'J)"	"2.5"	"0.5"	"3"	"+M3"	"D"	"B065.krn"	"P1"	NA	NA
"5783"	"2T"	"V7"	"(8ff#L"	"1"	"0.5"	"3"	"P1"	"D"	"B065.krn"	"+m2"	NA	NA
"5784"	"2T"	"V7"	"8gg'J)"	"1.5"	"0.5"	"4"	"+m2"	"D"	"B065.krn"	"P1"	NA	NA
"5785"	"2T"	"V7"	"(8ggL"	"2"	"0.5"	"4"	"P1"	"D"	"B065.krn"	"+A4"	NA	NA
"5786"	"2T"	"V7"	"8ccc#'J)"	"2.5"	"0.5"	"7"	"+A4"	"D"	"B065.krn"	"P1"	NA	NA
"5787"	"2T"	"I"	"(8ccc#L"	"1"	"0.5"	"7"	"P1"	"D"	"B065.krn"	"+m2"	NA	NA
"5788"	"2T"	"I"	"8ddd'J)"	"1.5"	"0.5"	"1"	"+m2"	"D"	"B065.krn"	"P1"	NA	NA
"5789"	"2T"	"I"	"(8dddL"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-P4"	NA	NA
"5790"	"2T"	"I"	"8aa'J)"	"2.5"	"0.5"	"5"	"-P4"	"D"	"B065.krn"	"P1"	NA	NA
"5791"	"2T"	"V7"	"(8aaL"	"1"	"0.5"	"5"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5792"	"2T"	"V7"	"8gg'J)"	"1.5"	"0.5"	"4"	"-M2"	"D"	"B065.krn"	"P1"	NA	NA
"5793"	"2T"	"V7"	"(8ggL"	"2"	"0.5"	"4"	"P1"	"D"	"B065.krn"	"-m3"	NA	NA
"5794"	"2T"	"V7"	"8ee'J)"	"2.5"	"0.5"	"2"	"-m3"	"D"	"B065.krn"	"P1"	NA	NA
"5795"	"2T"	"I"	"(8eeL"	"1"	"0.5"	"2"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5796"	"2T"	"I"	"8dd'J)"	"1.5"	"0.5"	"1"	"-M2"	"D"	"B065.krn"	"P1"	NA	NA
"5797"	"2T"	"I"	"(8ddL"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-P4"	NA	NA
"5798"	"2T"	"I"	"8a'J)"	"2.5"	"0.5"	"5"	"-P4"	"D"	"B065.krn"	"P1"	NA	NA
"5799"	"2T"	"V7"	"(8aL"	"1"	"0.5"	"5"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5800"	"2T"	"V7"	"8g'J)"	"1.5"	"0.5"	"4"	"-M2"	"D"	"B065.krn"	"P1"	NA	NA
"5801"	"2T"	"V7"	"(8gL"	"2"	"0.5"	"4"	"P1"	"D"	"B065.krn"	"-m3"	NA	NA
"5802"	"2T"	"V7"	"8e'J)"	"2.5"	"0.5"	"2"	"-m3"	"D"	"B065.krn"	"P1"	NA	NA
"5803"	"4T"	"I"	"(8eL"	"1"	"0.5"	"2"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5804"	"4T"	"I"	"8d'J)"	"1.5"	"0.5"	"1"	"-M2"	"D"	"B065.krn"	"+M3"	NA	NA
"5805"	"4D"	"V7"	"(8f#L"	"2"	"0.5"	"3"	"+M3"	"D"	"B065.krn"	"-M2"	NA	NA
"5806"	"4D"	"V7"	"8e'J)"	"2.5"	"0.5"	"2"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5807"	"2T"	"I"	"4d'"	"1"	"1"	"1"	"-M2"	"D"	"B065.krn"	"[dd]"	NA	NA
"5811"	"2T"	"IV"	"(8ddL"	"1"	"0.5"	"1"	"[dd]"	"D"	"B065.krn"	"+P8"	NA	NA
"5812"	"2T"	"IV"	"8ddd'"	"1.5"	"0.5"	"1"	"+P8"	"D"	"B065.krn"	"P1"	NA	NA
"5813"	"2T"	"IV"	"8ddd"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-m3"	NA	NA
"5814"	"2T"	"IV"	"8bb'"	"2.5"	"0.5"	"6"	"-m3"	"D"	"B065.krn"	"P1"	NA	NA
"5815"	"2T"	"I"	"8bb"	"1"	"0.5"	"6"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5816"	"2T"	"I"	"8aa'"	"1.5"	"0.5"	"5"	"-M2"	"D"	"B065.krn"	"-P12"	NA	NA
"5819"	"2T"	"IV"	"(8dL"	"1"	"0.5"	"1"	"-P12"	"D"	"B065.krn"	"+P8"	NA	NA
"5820"	"2T"	"IV"	"8dd'"	"1.5"	"0.5"	"1"	"+P8"	"D"	"B065.krn"	"P1"	NA	NA
"5821"	"2T"	"IV"	"8dd"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-m3"	NA	NA
"5822"	"2T"	"IV"	"8b'"	"2.5"	"0.5"	"6"	"-m3"	"D"	"B065.krn"	"P1"	NA	NA
"5823"	"2T"	"I"	"8b"	"1"	"0.5"	"6"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5824"	"2T"	"I"	"8a'"	"1.5"	"0.5"	"5"	"-M2"	"D"	"B065.krn"	"-P8"	NA	NA
"5827"	"2T"	"V7"	"16ALL"	"1"	"0.25"	"5"	"-P8"	"D"	"B065.krn"	"+M2"	NA	NA
"5828"	"2T"	"V7"	"16B"	"1.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5829"	"2T"	"V7"	"16c#"	"1.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5830"	"2T"	"V7"	"16BJJ"	"1.75"	"0.25"	"6"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5831"	"2T"	"V7"	"16ALL"	"2"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5832"	"2T"	"V7"	"16B"	"2.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5833"	"2T"	"V7"	"16c#"	"2.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"-M3"	NA	NA
"5834"	"2T"	"V7"	"16AJJ"	"2.75"	"0.25"	"5"	"-M3"	"D"	"B065.krn"	"+P4"	NA	NA
"5835"	"2T"	"I"	"16dLL"	"1"	"0.25"	"1"	"+P4"	"D"	"B065.krn"	"+M2"	NA	NA
"5836"	"2T"	"I"	"16e"	"1.25"	"0.25"	"2"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5837"	"2T"	"I"	"16f#"	"1.5"	"0.25"	"3"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5838"	"2T"	"I"	"16gJJ"	"1.75"	"0.25"	"4"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5839"	"2T"	"I"	"16aLL"	"2"	"0.25"	"5"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5840"	"2T"	"I"	"16b"	"2.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5841"	"2T"	"I"	"16cc#"	"2.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5842"	"2T"	"I"	"16ddJJ"	"2.75"	"0.25"	"1"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5843"	"4P"	"ii"	"16eeLL"	"1"	"0.25"	"2"	"+M2"	"D"	"B065.krn"	"+m3"	NA	NA
"5844"	"4P"	"ii"	"16gg"	"1.25"	"0.25"	"4"	"+m3"	"D"	"B065.krn"	"-m3"	NA	NA
"5845"	"4P"	"ii"	"16ee"	"1.5"	"0.25"	"2"	"-m3"	"D"	"B065.krn"	"-P4"	NA	NA
"5846"	"4P"	"ii"	"16bJJ"	"1.75"	"0.25"	"6"	"-P4"	"D"	"B065.krn"	"-M2"	NA	NA
"5847"	"4D"	"V7"	"16aLL"	"2"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+P5"	NA	NA
"5848"	"4D"	"V7"	"16ee"	"2.25"	"0.25"	"2"	"+P5"	"D"	"B065.krn"	"-m3"	NA	NA
"5849"	"4D"	"V7"	"16cc#"	"2.5"	"0.25"	"7"	"-m3"	"D"	"B065.krn"	"-M3"	NA	NA
"5850"	"4D"	"V7"	"16aJJ"	"2.75"	"0.25"	"5"	"-M3"	"D"	"B065.krn"	"+P4"	NA	NA
"5851"	"2T"	"I"	"4dd'"	"1"	"1"	"1"	"+P4"	"D"	"B065.krn"	"P1"	NA	NA
"5855"	"2T"	"IV"	"(8ddL"	"1"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"+P8"	NA	NA
"5856"	"2T"	"IV"	"8ddd'"	"1.5"	"0.5"	"1"	"+P8"	"D"	"B065.krn"	"P1"	NA	NA
"5857"	"2T"	"IV"	"8ddd"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-m3"	NA	NA
"5858"	"2T"	"IV"	"8bb'"	"2.5"	"0.5"	"6"	"-m3"	"D"	"B065.krn"	"P1"	NA	NA
"5859"	"2T"	"I"	"8bb"	"1"	"0.5"	"6"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5860"	"2T"	"I"	"8aa'"	"1.5"	"0.5"	"5"	"-M2"	"D"	"B065.krn"	"-P12"	NA	NA
"5863"	"2T"	"IV"	"(8dL"	"1"	"0.5"	"1"	"-P12"	"D"	"B065.krn"	"+P8"	NA	NA
"5864"	"2T"	"IV"	"8dd'"	"1.5"	"0.5"	"1"	"+P8"	"D"	"B065.krn"	"P1"	NA	NA
"5865"	"2T"	"IV"	"8dd"	"2"	"0.5"	"1"	"P1"	"D"	"B065.krn"	"-m3"	NA	NA
"5866"	"2T"	"IV"	"8b'"	"2.5"	"0.5"	"6"	"-m3"	"D"	"B065.krn"	"P1"	NA	NA
"5867"	"2T"	"I"	"8b"	"1"	"0.5"	"6"	"P1"	"D"	"B065.krn"	"-M2"	NA	NA
"5868"	"2T"	"I"	"8a'"	"1.5"	"0.5"	"5"	"-M2"	"D"	"B065.krn"	"-P8"	NA	NA
"5871"	"2T"	"V7"	"16ALL"	"1"	"0.25"	"5"	"-P8"	"D"	"B065.krn"	"+M2"	NA	NA
"5872"	"2T"	"V7"	"16B"	"1.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5873"	"2T"	"V7"	"16c#"	"1.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5874"	"2T"	"V7"	"16BJJ"	"1.75"	"0.25"	"6"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5875"	"2T"	"V7"	"16ALL"	"2"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5876"	"2T"	"V7"	"16B"	"2.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5877"	"2T"	"V7"	"16c#"	"2.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"-M3"	NA	NA
"5878"	"2T"	"V7"	"16AJJ"	"2.75"	"0.25"	"5"	"-M3"	"D"	"B065.krn"	"+P4"	NA	NA
"5879"	"2T"	"I"	"16dLL"	"1"	"0.25"	"1"	"+P4"	"D"	"B065.krn"	"+M2"	NA	NA
"5880"	"2T"	"I"	"16e"	"1.25"	"0.25"	"2"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5881"	"2T"	"I"	"16f#"	"1.5"	"0.25"	"3"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5882"	"2T"	"I"	"16gJJ"	"1.75"	"0.25"	"4"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5883"	"2T"	"I"	"16aLL"	"2"	"0.25"	"5"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5884"	"2T"	"I"	"16b"	"2.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5885"	"2T"	"I"	"16cc#"	"2.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5886"	"2T"	"I"	"16ddJJ"	"2.75"	"0.25"	"1"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5887"	"2T"	"V7"	"16eeLL"	"1"	"0.25"	"2"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5888"	"2T"	"V7"	"16dd"	"1.25"	"0.25"	"1"	"-M2"	"D"	"B065.krn"	"-m2"	NA	NA
"5889"	"2T"	"V7"	"16cc#"	"1.5"	"0.25"	"7"	"-m2"	"D"	"B065.krn"	"-M2"	NA	NA
"5890"	"2T"	"V7"	"16bJJ"	"1.75"	"0.25"	"6"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5891"	"2T"	"V7"	"16aLL"	"2"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5892"	"2T"	"V7"	"16b"	"2.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5893"	"2T"	"V7"	"16cc#"	"2.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"-M3"	NA	NA
"5894"	"2T"	"V7"	"16aJJ"	"2.75"	"0.25"	"5"	"-M3"	"D"	"B065.krn"	"+P4"	NA	NA
"5895"	"2T"	"I"	"16ddLL"	"1"	"0.25"	"1"	"+P4"	"D"	"B065.krn"	"+M2"	NA	NA
"5896"	"2T"	"I"	"16ee"	"1.25"	"0.25"	"2"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5897"	"2T"	"I"	"16ff#"	"1.5"	"0.25"	"3"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5898"	"2T"	"I"	"16ggJJ"	"1.75"	"0.25"	"4"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5899"	"2T"	"I"	"16aaLL"	"2"	"0.25"	"5"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5900"	"2T"	"I"	"16bb"	"2.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5901"	"2T"	"I"	"16ccc#"	"2.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5902"	"2T"	"I"	"16dddJJ"	"2.75"	"0.25"	"1"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5903"	"2T"	"V7"	"16eeeLL"	"1"	"0.25"	"2"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5904"	"2T"	"V7"	"16ddd"	"1.25"	"0.25"	"1"	"-M2"	"D"	"B065.krn"	"-m2"	NA	NA
"5905"	"2T"	"V7"	"16ccc#"	"1.5"	"0.25"	"7"	"-m2"	"D"	"B065.krn"	"-M2"	NA	NA
"5906"	"2T"	"V7"	"16bbJJ"	"1.75"	"0.25"	"6"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5907"	"2T"	"V7"	"16aaLL"	"2"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5908"	"2T"	"V7"	"16bb"	"2.25"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5909"	"2T"	"V7"	"16ccc#"	"2.5"	"0.25"	"7"	"+M2"	"D"	"B065.krn"	"-M3"	NA	NA
"5910"	"2T"	"V7"	"16aaJJ"	"2.75"	"0.25"	"5"	"-M3"	"D"	"B065.krn"	"+P4"	NA	NA
"5911"	"2T"	"I"	"16dddLL"	"1"	"0.25"	"1"	"+P4"	"D"	"B065.krn"	"-m2"	NA	NA
"5912"	"2T"	"I"	"16ccc#"	"1.25"	"0.25"	"7"	"-m2"	"D"	"B065.krn"	"-M2"	NA	NA
"5913"	"2T"	"I"	"16bb"	"1.5"	"0.25"	"6"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5914"	"2T"	"I"	"16aaJJ"	"1.75"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5915"	"2T"	"I"	"16ggLL"	"2"	"0.25"	"4"	"-M2"	"D"	"B065.krn"	"-m2"	NA	NA
"5916"	"2T"	"I"	"16ff#"	"2.25"	"0.25"	"3"	"-m2"	"D"	"B065.krn"	"-M2"	NA	NA
"5917"	"2T"	"I"	"16ee"	"2.5"	"0.25"	"2"	"-M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5918"	"2T"	"I"	"16ddJJ"	"2.75"	"0.25"	"1"	"-M2"	"D"	"B065.krn"	"-m3"	NA	NA
"5919"	"4P"	"ii"	"16bLL"	"1"	"0.25"	"6"	"-m3"	"D"	"B065.krn"	"+m6"	NA	NA
"5920"	"4P"	"ii"	"16gg"	"1.25"	"0.25"	"4"	"+m6"	"D"	"B065.krn"	"-m3"	NA	NA
"5921"	"4P"	"ii"	"16ee"	"1.5"	"0.25"	"2"	"-m3"	"D"	"B065.krn"	"-P4"	NA	NA
"5922"	"4P"	"ii"	"16bJJ"	"1.75"	"0.25"	"6"	"-P4"	"D"	"B065.krn"	"-M2"	NA	NA
"5923"	"4D"	"V"	"16aLL"	"2"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+P5"	NA	NA
"5924"	"4D"	"V"	"16ee"	"2.25"	"0.25"	"2"	"+P5"	"D"	"B065.krn"	"-m3"	NA	NA
"5925"	"4D"	"V"	"16cc#"	"2.5"	"0.25"	"7"	"-m3"	"D"	"B065.krn"	"-M3"	NA	NA
"5926"	"4D"	"V"	"16aJJ"	"2.75"	"0.25"	"5"	"-M3"	"D"	"B065.krn"	"+P4"	NA	NA
"5927"	"2T"	"I"	"4dd'"	"1"	"1"	"1"	"+P4"	"D"	"B065.krn"	"+P8"	NA	NA
"5931"	"2T"	"I"	"4ddd"	"1"	"1"	"1"	"+P8"	"D"	"B065.krn"	"[a]"	NA	NA
"5937"	"2T"	"I"	"32a"	"2.125"	"0.125"	"5"	"[a]"	"D"	"B065.krn"	"+M2"	NA	NA
"5938"	"2T"	"I"	"32b"	"2.25"	"0.125"	"6"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5939"	"2T"	"I"	"32cc#"	"2.375"	"0.125"	"7"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5940"	"2T"	"I"	"32dd"	"2.5"	"0.125"	"1"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5941"	"2T"	"I"	"32ee"	"2.625"	"0.125"	"2"	"+M2"	"D"	"B065.krn"	"+M2"	NA	NA
"5942"	"2T"	"I"	"32ff#"	"2.75"	"0.125"	"3"	"+M2"	"D"	"B065.krn"	"+m2"	NA	NA
"5943"	"2T"	"I"	"32gg"	"2.875"	"0.125"	"4"	"+m2"	"D"	"B065.krn"	"+M2"	NA	NA
"5944"	"4T"	"I"	"16aa')"	"1"	"0.25"	"5"	"+M2"	"D"	"B065.krn"	"-P8"	NA	NA
"5945"	"4T"	"I"	"16a"	"1.25"	"0.25"	"5"	"-P8"	"D"	"B065.krn"	"+M2"	NA	NA
"5946"	"4T"	"I"	"16b"	"1.5"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5947"	"4T"	"I"	"16a"	"1.75"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+P8"	NA	NA
"5948"	"4T"	"V"	"16aa'"	"2"	"0.25"	"5"	"+P8"	"D"	"B065.krn"	"-P8"	NA	NA
"5949"	"4T"	"V"	"16a"	"2.25"	"0.25"	"5"	"-P8"	"D"	"B065.krn"	"+M2"	NA	NA
"5950"	"4T"	"V"	"16b"	"2.5"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5951"	"4T"	"V"	"16a"	"2.75"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+P8"	NA	NA
"5952"	"2T"	"I"	"16aa'"	"1"	"0.25"	"5"	"+P8"	"D"	"B065.krn"	"-P8"	NA	NA
"5953"	"2T"	"I"	"16a"	"1.25"	"0.25"	"5"	"-P8"	"D"	"B065.krn"	"+M2"	NA	NA
"5954"	"2T"	"I"	"16b"	"1.5"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5955"	"2T"	"I"	"16a"	"1.75"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+P8"	NA	NA
"5956"	"2T"	"I"	"16aa'"	"2"	"0.25"	"5"	"+P8"	"D"	"B065.krn"	"-P8"	NA	NA
"5957"	"2T"	"I"	"16a"	"2.25"	"0.25"	"5"	"-P8"	"D"	"B065.krn"	"+M2"	NA	NA
"5958"	"2T"	"I"	"16b"	"2.5"	"0.25"	"6"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5959"	"2T"	"I"	"16a"	"2.75"	"0.25"	"5"	"-M2"	"D"	"B065.krn"	"+P11"	NA	NA
"5960"	"2T"	"IV"	"16ddd"	"1"	"0.25"	"1"	"+P11"	"D"	"B065.krn"	"-P8"	NA	NA
"5961"	"2T"	"IV"	"16dd"	"1.25"	"0.25"	"1"	"-P8"	"D"	"B065.krn"	"+M2"	NA	NA
"5962"	"2T"	"IV"	"16ee"	"1.5"	"0.25"	"2"	"+M2"	"D"	"B065.krn"	"-M2"	NA	NA
"5963"	"2T"	"IV"	"16dd"	"1.75"	"0.25"	"1"	"-M2"	"D"	"B065.krn"	"+P8"	NA	NA
